##NAME|SUBNAME|OFFICE|TELNUM|NEWADDR|MAJOR|BIRTH|STATUS|SOURCE2@@변호사
법무법인/서율|||2603-7183|서울 양천구 신월로 374 ,401호~403호(신정동,도림빌딩)||||대한변호사협회
법무법인/정석|||031-384-9933|경기 안양시 동안구 시민대로 187, 905호 (비산동, 안양건설타워)||||대한변호사협회
법무법인/원진|||534-2571|서울 서초구 서초대로 278 , 2층 (서초동, 금화빌딩)||||대한변호사협회
법무법인/해창|||722-0695|서울 종로구 새문안로3길12 ,701호(신문로1가,신문로빌딩)||||대한변호사협회
법무법인/서우|||02-752-7793|서울 서초구 법원로3길 20-3, 4층 (서초동, 은곡빌딩)||||대한변호사협회
법무법인/화담|||591-0089|서울 서초구 서초대로46길 38, 4층, 6층 (서초동, 센트라빌딩)||||대한변호사협회
법무법인/지상|||598-2515|서울 서초구 반포대로22길100 ,2층(서초동,삼덕빌딩)||||대한변호사협회
법무법인/동남|||055-289-5000|경남 창원시 창이대로689번길4-16 ,601호,602호(사파동,법조빌딩)||||대한변호사협회
법무법인/에스알|||593-2721|서울 서초구 강남대로 196 ,2층(양재동,구민빌딩)||||대한변호사협회
법무법인/이후|||567-3071|서울 강남구 테헤란로 201, 20층 (역삼동, 아주빌딩)||||대한변호사협회
법무법인/인의|||737-9900|서울 중구 남대문로10길9 ,1603호,1703호(삼각동,경기빌딩)||||대한변호사협회
법무법인/성율|||525-7721|서울 서초구 서초중앙로 116, 5층 (서초동,성재빌딩)||||대한변호사협회
법무법인/도원|||3481-6540|서울 서초구 서초대로55길 3,4층(서초동,애니빌딩)||||대한변호사협회
법무법인/로원|||598-3880|서울 서초구 반포대로30길 81 , 1402호(서초동, 웅진타워)||||대한변호사협회
법무법인/집현전|||581-1028|서울 서초구 서초대로 309 ,5층(서초동,장안빌딩 나호)||||대한변호사협회
법무법인/태현|||031-213-1585|경기 수원시 영통구 중부대로 324, 302호 (매탄동, KT동수원지사)||||대한변호사협회
법무법인/청지|||587-8090|서울 서초구 서초대로42길 23, 2층 (서초동, 금석빌딩)||||대한변호사협회
법무법인/대언|||063-272-0700|전북 전주시 덕진구 사평로11 ,2층(덕진동1가,반석빌딩)||||대한변호사협회
법무법인/케이앤피|||032-864-8300|인천 연수구 인천타워대로 323,비동2901호(송도동)||||대한변호사협회
법무법인/맥|||062-226-5112~4|광주 동구 동명로 106(지산동)(확장), 광주 동구 동명로 106-2, 5층(지산동)||||대한변호사협회
법무법인/원일|||592-9229|서울 서초구 서초중앙로 152,6층 (서초동,우민빌딩)||||대한변호사협회
법무법인/세동|||588-1526|서울 서초구 반포대로 106 , 5층(서초동, 태홍빌딩)||||대한변호사협회
법무법인/웅빈|||553-3000|서울 강남구 영동대로 741 ,2층,3층(청담동,은성빌딩 별관)||||대한변호사협회
법무법인/따뜻한변호사들|||031-904-7890|경기 고양시 일산동구 장백로 212 ,202호(장항동,일산빌딩)||||대한변호사협회
법무법인/인화국제|||051-503-0037,8|부산 연제구 법원남로15번길 6 , 2층(거제동, 은하빌딩)||||대한변호사협회
법무법인/덕송|||3482-8338|서울 서초구 서초대로54길 24,3층 (서초동)||||대한변호사협회
법무법인/광윤|||533-1600|서울 서초구 법원로2길 15,507호(서초동,길도빌딩)||||대한변호사협회
법무법인/센텀|||051-505-4321|부산 연제구 법원로 18 ,1301호1302호(거제동,세종빌딩)||||대한변호사협회
법무법인/신천|||032-866-6900~2|인천 남구 학익소로63번길 8 ,301호,302호(학익동,청인빌딩)||||대한변호사협회
법무법인/유능|||054-443-2001|경북 구미시 봉곡로 94 ,3층(봉곡동,상원빌딩)||||대한변호사협회
법무법인/진운|||739-7607|서울 영등포구 은행로  30,10층1004호 (여의도동, 중소기업중앙회)||||대한변호사협회
법무법인/심연|||592-7200|서울 서초구 법원로1길 1 , 402호(서초동,서호빌딩)||||대한변호사협회
법무법인/현산|||6020-2080|서울 서초구 반포대로 55, 5층 (서초동, 고금빌딩)||||대한변호사협회
법무법인/오른하늘|||540-5637|서울 강남구 논현동 98(동익빌딩 8층)||||대한변호사협회
법무법인/동우|||593-3577|서울 서초구 서초동 1719-4(양진빌딩 4층)||||대한변호사협회
법무법인/어울림|||053-751-5030|대구 수성구 범어3동 33-3 (5층)||||대한변호사협회
법무법인/정안|||6959-1400|서울 용산구 한강대로30길 25, 10층 (한강로2가, 아스테리움 용산 비동)||||대한변호사협회
법무법인/서창|||032-861-0999|인천 남구 소성로185번길 28,702호(학익동,명인빌딩)||||대한변호사협회
법무법인/다승|||584-4914|서울 서초구 서초대로 272,6층(서초동,한국아이비에스빌딩)||||대한변호사협회
법무법인/금성|||533-1551|서울 서초구 반포대로30길 12-6, 3, 4층 (서초동, 지방공기업평가원빌딩)||||대한변호사협회
법무법인/대호|||568-5200|서울 강남구 테헤란로 119 ,6층(역삼동,대호빌딩)||||대한변호사협회
법무법인/화연|||532-6202|서울 서초구 강남대로 188,4층 (양재동,화승빌딩)||||대한변호사협회
법무법인/최강|||3478-5041|서울 서초구 서초동 1553-5(오퓨런스빌딩10층 1008호)||||대한변호사협회
법무법인/유앤아이|||042-476-8855|대전 서구 둔산중로 74,3층(둔산동,인곡타워)||||대한변호사협회
법무법인/동북아|||596-8111|서울 서초구 법원로15, 서관4층 415호, 416호, 417호(서초동,정곡빌딩)||||대한변호사협회
법무법인/태원|||535-5508|서울 서초구 법원로2길 15,409호(서초동,길도빌딩)||||대한변호사협회
법무법인/신명|||584-5300|서울 서초구 서초중앙로 114, 301호 (서초동, 일광빌딩)||||대한변호사협회
법무법인/산|||062-232-0003|광주 동구 지산로 74-8,3층(지산동,심산빌딩)||||대한변호사협회
법무법인푸르메|||591-0800|서울 서초구 서초대로46길 93, 4층 (서초동, 앱코파크)||||대한변호사협회
법무법인/공간|||534-4778|서울 서초구 서초동 1717-4(서호빌딩 3층)||||대한변호사협회
법무법인/하늘누리|||051-505-0425~6|부산 연제구 법원로 28,602호,606호,607호(거제동, 부산법조타운빌딩)||||대한변호사협회
법무법인/이우|||032-322-5500|경기 부천시 원미구 상일로 405호(상동,법조타운)||||대한변호사협회
법무법인/세계로|||042-472-9100|대전 서구 둔산중로78번길 20,1층(둔산동,명진빌딩 1층)||||대한변호사협회
법무법인/써밋||||서울 송파구 올림픽로 86, 4층 (잠실동, 로이타워)||||대한변호사협회
법무법인/대오|||537-5646|서울 서초구 서초대로58길(서초동,다민빌딩) 17,4층||||대한변호사협회
법무법인/해람|||581-9088|서울 서초구 서초대로 264 ,9층(서초동,법조타워)||||대한변호사협회
법무법인/바른|||3476-5599|서울 강남구 테헤란로92길 7 (대치동, 바른빌딩)||||대한변호사협회
법무법인/반율||||경기 남양주시 다산중앙로82번안길 152, 502호 (다산동, 중앙법조타워)||||대한변호사협회
법무법인/맑은샘|||978-3030|서울 도봉구 도봉동 92-45(케이스타빌딩 2층)||||대한변호사협회
법무법인/목성|||031-904-3811|경기 고양시 일산동구 장백로 208,303호(장항동, 성암빌딩)||||대한변호사협회
법무법인/일호|||031-213-0411|경기 수원시 영통구 광교중앙로248번길 7-2, B동 10층 (하동, 원희캐슬광교)||||대한변호사협회
법무법인/고원|||598-5300|서울 서초구 서초중앙로22길 46, 6층(서초동,선인빌딩)||||대한변호사협회
법무법인/세현|||1544-0881|서울 서초구 서초대로 264, 13층(서초동,법조타워)||||대한변호사협회
법무법인/광안|||525-3001|서울 서초구 서초동 1666-12(대한금속재료학회 회관 2층)||||대한변호사협회
법무법인/강남|||6010-7000|서울 서초구 서초중앙로29길 10, 2층, 3층, 5층 (반포동, 백산빌딩) (확장)서울 서초구 서초중앙로 217, 4, 5, 6층(반포동, 대동빌딩), 서울 서초구 서초중앙로 199, 4층(반포동, 장학재단빌딩)||||대한변호사협회
법무법인/효민|||2693-0600|서울 서초구 반포대로28길 79, 3층 (서초동, 지정빌딩)||||대한변호사협회
법무법인/소리|||061-746-4100|광주 동구 동명로110,509호 (지산동,법조타운)||||대한변호사협회
법무법인/문무|||532-7784|서울 서초구 서초동 1699-8(법률센터 301호)||||대한변호사협회
법무법인/성진|||532-3656|서울 서초구 서초중앙로 152, 702호(서초동, 우민빌딩)||||대한변호사협회
법무법인/다헌|||033-253-4300|강원 춘천시 공지로 293,5층(효자동,화남빌딩)||||대한변호사협회
법무법인/가람|||587-4300|서울 서초구 반포대로24길(서초동) 20,4층||||대한변호사협회
법무법인/밝음|||598-0098|서울 서초구 반포대로22길 91(영진빌딩 3층)||||대한변호사협회
법무법인/제이앤씨|||522-3077|서울 서초구 서초대로 264,10층(서초동,법조타워빌딩)(서초동)||||대한변호사협회
법무법인/지우|||525-8502|서울 서초구 서초대로 264 ,3층(서초동,법조타워)||||대한변호사협회
법무법인/상승|||043-283-3323|충북 청주시 흥덕구 산남동 603(마누엘빌딩 4층)||||대한변호사협회
법무법인/청호|||592-0058|서울 서초구 서초동 1716-8(국제빌딩502호)||||대한변호사협회
법무법인/박앤정|||552-1225|서울 강남구 테헤란로8길 8 , 2층(역삼동, 홍은빌딩)||||대한변호사협회
법무법인/승정|||523-5981~4|서울 서초구 반포대로30길(서초동) 18,202호||||대한변호사협회
법무법인/이보|||3478-2212|서울 서초구 서초중앙로 41, 3층 (서초동, 대성빌딩)||||대한변호사협회
법무법인/제일|||063-273-0033|전북 전주시 덕진구 사평로 11,401,402호 (덕진동1가,반석빌딩)||||대한변호사협회
법무법인/세한|||560-5100|서울 강남구 삼성로(삼성동,골든타워) 511,20층||||대한변호사협회
법무법인/율우|||3478-6111|서울 서초구 서초중앙로 148,13층 (서초동,희성빌딩)||||대한변호사협회
법무법인/온고을|||063-253-3750|전북 전주시 덕진구 덕진동1가 1407-1(동승빌딩 403호)||||대한변호사협회
법무법인/아모스|||591-6180|서울 서초구 서초중앙로24길 10 , 602호(서초동, 공도빌딩)||||대한변호사협회
법무법인주원|||6710-0300|서울 강남구 언주로 711, 6층 (논현동, 건설회관)||||대한변호사협회
법무법인/혜성|||054-254-0077~8|경북 포항시 북구 신덕로 277,102호 (장성동,율정빌딩)||||대한변호사협회
법무법인/세강|||713-6500|서울 마포구 마포대로14길 4, 2층 201호 (공덕동)||||대한변호사협회
법무법인여명||||서울 서초구 서초동 1702-9(상림빌딩)||||대한변호사협회
법무법인/비앤에스|||556-3020|서울 서초구 서초대로 53길 15, 2층(서초동, 정원빌딩)||||대한변호사협회
법무법인/천고|||02-2055-3313|서울 종로구 종로1길42,9층 (수송동,이마빌딩)||||대한변호사협회
법무법인/이공|||02-2038-3620|서울 서초구 서초동 1544-2(일신빌딩3층)||||대한변호사협회
법무법인/대안|||052-266-8001|울산 북구 산업로(연암동) 오토밸리복지센터4층||||대한변호사협회
법무법인/도담|||6925-6004|서울 서초구 서초중앙로 125 , 301호, 302호(서초동, 로이어즈타워)||||대한변호사협회
법무법인/통문|||02-533-4300|서울 서초구 법원로(서초동,정곡빌딩동관) 16,303호||||대한변호사협회
법무법인/부경|||051-506-8552|부산 연제구 거제1동 1490-1(부산법조타운906호)||||대한변호사협회
법무법인/일현|||535-6872~4|서울 서초구 서초대로45길 19 (서초동, 광문빌딩) , 1층, 2층, 3층||||대한변호사협회
법무법인/일신|||539-7100|서울 서초구 서초대로 261 (서초동) 2~5층||||대한변호사협회
법무법인/함께|||525-2055|서울 서초구 서초3동 1572-11(영서빌딩4층)||||대한변호사협회
법무법인/위드유|||3486-3370|서울 서초구 서초중앙로 158,402호(서초동 남계빌딩)||||대한변호사협회
법무법인/여일||||||||대한변호사협회
법무법인/에이디엘|||521-6700|서울 서초구 반포대로 98,5층 (서초동,일신빌딩)||||대한변호사협회
법무법인/지유|||031-211-4567|경기 수원시 영통구 광교중앙로248번길 95-9, 702~706호 (하동, 캡틴법조타운)||||대한변호사협회
법무법인/바로법률|||522-4077|서울 서초구 서초대로51길 14 , 605호(서초동, 로펌애비뉴빌딩)||||대한변호사협회
법무법인/동승|||053-755-0014|대구 수성구 동대구로 330,4층(범어동,대구일보빌딩)||||대한변호사협회
법무법인/한국|||02-3476-4455|서울 서초구 서초중앙로(서초동, 서울빌딩) 153, 5층||||대한변호사협회
법무법인/율맥|||596-6100|서울 서초구 서초중앙로24길 11,4층(서초동,요셉빌딩)||||대한변호사협회
법무법인/길|||051-506-1122|부산 연제구 법원로(거제동, 로펌빌딩) 38, 9층||||대한변호사협회
