##NAME|SUBNAME|TELNUM|ADDR|FEAT@@태권도장
은현충효태권도장||867-3397|경기 양주시 은현면 선암리 335-1번지 선경빌딩 201호|
고려대단관태권도||033-765-8979|강원도 원주시 단관길 177-13(관설동)|
와우경희대석사태권도||377-9688|경기 오산시 금암동 금암마을 세교지구 A-2BL 주공아파트 단지내분양상가 301호|
TLM 행운||874-1835|서울 관악구 행운동 1675-14 2층|
중앙성신태권도 체육관||031-853-3822|경기 의정부시 신곡2동 금오종합상가B동703호|
의정부경희대비룡 체육관||031-852-6644|경기 의정부시 용현동 545-8|
가능경민태권도장||031-873-0334|경기 의정부시 가능3동 701-26|
의정부경기 체육관||872-3157|경기 의정부시 가능2동 723-9  2층|
참피온 체육관||634-6363|경기 이천시 중리동 215호|
신하 체육관||6369259|경기 이천시 부발읍 신하리 436-27|
부발태권도 체육관||633-3948|경기 이천시 부발읍 무촌리 179-3|
원영 체육관||031-6363986|경기 이천시 이천읍 창전리 129-5|
마장태권도 체육관||0316341950|경기 이천시 마장면 오천로 67 (오천리) 1동 5층 503호|
이천경기 체육관||0316372088|경기 이천시 중포동 218-7|
태호 체육관||031-634-7770|경기 이천시 부발읍 신원리 567|
송암태권도 체육관||6310010|경기 이천시 송정동 306 신일A단지내상가3층|
아미 체육관||031-631-1440|경기 이천시 부발읍 아미리 763-2|
나토얀올림픽태권도||273-0750|경기 용인시 기흥구 서천동 705번지 단지내 상가 3층|
진가월드태권도 체육관||6342443|경기 이천시 모가면 진가리 153-3  2층|
이천현대 체육관||6351106|경기 이천시 대월면 사동리 441-1|
천하 체육관||9582646|경기 파주시 법원읍 법원5리 445-1|
천비 체육관||031-953-0804|경기 파주시 문산읍 선유리 951-4|
흑룡 체육관||9472386|경기 파주시 광탄면 신산리 201-3|
주내 체육관||9526779|경기 파주시 파주읍 파주리 443-2|
신일태권도 체육관||9437645|경기 파주시 금촌동 230-1,232-5 장미2차A2층상가|
적성종합 체육관||9593988|경기 파주시 적성면 마지리 36-60|
양문태권도 체육관||9449944|경기 파주시 금촌2동 342-6|
무현체육관||041-858-9887|충남 공주시 신관동 번영1로 185번지|
포천천지태권도체육관||544-4552|선단동 461-1 롯데상가 2층|
명품태권도장||0428415575|계룡시 금암동 163번지 1호 천마빌딩 401호|
비전태권도||651-1779|강원도 강릉시 강릉대로443번길 13(포남동)|
용인대감악태권도장||9585577|경기 파주시 적성면 마지리 62-18 풍년프라자5층|
성실경희태권도 체육관||0319470809|경기 파주시 광탄면 신산1리 188-74|
범일 체육관||666-3285|경기 평택시 신장2동 2742/6|
팽성동양 체육관||010-3454-3357|경기도 평택시 안정순환로 108 안정리 113-6|
대성 체육관||031-683-1771|경기 평택시 청북면 현곡리 306-6|
안중한국 체육관||6816329|경기 평택시 안중면 안중리 292-12|
태권도송북 체육관||6660722|경기 평택시 서정동 876-5|
평택금강 체육관||6553446|경기 평택시 평택동 162-4|
경희대용비태권도||033-762-1839|강원도 원주시 서원대로 391 상가3층 301-1호(개운동)|
한국체대킴스태권도||541-6050|경기 포천시 소흘읍 송우리 725-7번지 석양마을 대방아파트상가 3층|
조정희태권도||266-3884|부산 사하구 다대1동 933-23번지 2층|
세종태권도 체육관||657-1576|경기 평택시 합정동 912-11 3층|
부용 체육관||031-691-1163|경기 평택시 팽성읍 객사2리 112-15|
팽성태권도 체육관||0316917085|경기 평택시 팽성읍 객사4리 150-8|
안중경희 체육관||031-681-1012|경기 평택시 안중면 안중리 262-63|
평택세교경희태권도 체육관||6575761|경기 평택시 세교동 559 개나리A상가201호|
한일경희 체육관||667-3419|경기 평택시 서정동 779-1|
포승백호태권도 체육관||6828755|경기 평택시 포승면 내기리 54-9|
부영호키태권도 체육관||0316684947|경기 평택시 이충동 589-3 대진아파트상가2층201,203호|
세교한국태권도장||652-8009|경기 평택시 세교동 557 부영A제상가동2층|
군문석사태권도장||6186667|경기 평택시 군문동 360-4 군문주공프라자402호|
진위타이곤 체육관||0316114041|경기 평택시 진위면 견산1리 406-1|
올림피아태권도 체육관||6586439|경기 평택시 통복동 162-3 2층지하|
영수태권도 체육관||691-5677|경기 평택시 팽성읍 근내리 263-1|
운천 체육관||031-532-6290|경기 포천시 영북면 운천리|
문막 체육관||734-2917|강원도 원주시 건등로 26|
포천고려 체육관||031-532-7868|경기 포천시 일동면 기산6리 91-25|
포천홍익 체육관||5425822|경기 포천시 소홀읍 초가팔리 상운A상가2층1호|
추산 체육관||5411265|경기 포천시 소홀읍 송우리 392-13 우정A상가2층201호|
하남시용인대 체육관||7934956|경기 하남시 덕풍1동 459-1|
창우태권도 체육관||7941844|경기 하남시 창우동 518 부영상가3층305,306호|
조암 체육관||0313510387|경기 화성시 우정면 조암리 216-6|
전동 체육관||033-763-9538|강원도 원주시 흥업텃둔길 4|
대승 체육관||0312237722|경기 화성시 태안읍 송산리 163-2|
와우현대 체육관||2250115|경기도 화성시 봉담읍 와우리 99-2|
한무 체육관||452-5621|강원도 철원군 명성로112번길 21|
철원 체육관||455-7931|강원도 철원군 금학로 244-1|
강원 체육관||458-7224|강원도 철원군 와수1로 1|
한국 체육관||333-7078|강원도 평창군 천변길 57|
대화 체육관||332-9907|강원도 평창군 대화1길 11|
나래 체육관||033-335-6388|강원도 평창군 송정택지2길 33-21|
정무 체육관||336-5678|강원도 평창군 진부중앙로 70|
횡계 체육관||3361108|강원도 평창군 횡계길 39|
비호 체육관||6815349|강원도 고성군 간성로39번길 8|
양구 체육관||033-481-5779|강원도 양구군 관공서로 51 향군회관 3층|
태양 체육관||033-481-7722|강원도 양구군 양구읍 청춘로 54|
월드 체육관||673-7717|강원도 양양군 양양로 37|
천도 체육관||462-4353|강원도 인제군 천도로 126번길 15-14|
기린 체육관||461-4233|강원도 인제군 창암길 4|
문무 체육관||563-3443|강원도 정선군 서동로 2911|
신동 체육관||378-3777|강원도 정선군 새골길 11 2층|
중앙 체육관||373-2788|강원도 영월군 영월읍 서부시장길 16-10 종합상가 2층 7호|
백호 체육관||033-374-1020|강원도 영월군 중앙1로 4|
화성용호태권도 체육관||0312228728|경기 화성시 태안읍 안녕리 8-124 송현B/D 2층|
화성용인대 체육관||353-3033|경기 화성시 향남읍 발안리 297 아카데미상가 402호|
한체대천마태권도장||2335559|경기도 화성시 병점동로 126 207호(진안동, 국화빌딩)|
기안태권도장||2251161|경기 화성시 태안읍 기안리 437|
화성용인대코리아태권도 체육관||2223626|경기 화성시 태안읍 기안리 285-8|
송산 체육관||3556601|경기 화성시 송산면 봉가리 150|
국예경희대태권도 체육관||222-6322|경기 화성시 태안읍 병점리 858 신창2차A단지내주상가307호|
구봉용인대태권도 체육관||2319669|경기 화성시 태안읍 병점리 863-2 그린프라자3층301호|
경희대안화태권도장||031-224-2994|경기 화성시 태안읍 병점리 주공택지개발지구3-1블록우남상가B동301호|
둔내 체육관||344-1129|강원도 횡성군 경강로둔방6길 14|
동양 체육관||253-5556|강원도 춘천시 보안길 41(후평동)|
정도 체육관||255-5888|강원도 춘천시 백령로 190(후평동)|
제일 체육관||2429977|강원도 춘천시 춘천로296번길 13(후평동)|
백호 체육관||242-3575|강원도 춘천시 세실로 173(후평동, 세경4차아파트 상가 b동 201호)|
금호 체육관||242-1146|강원도 춘천시 영서로 2347 3층(온의동)|
현대 체육관||242-1800|강원 춘천시 동내면 거두리 1062-1 3층|
두미르 체육관||252-1357|강원도 춘천시 영서로2756번길 8-1(우두동)|
강남 체육관||263-2417|강원도 춘천시 칠전서길 46-6(칠전동)|
올림픽 체육관||242-8879|강원도 춘천시 춘주로 135(퇴계동)|
봄내 체육관||263-4600|강원도 춘천시 퇴계로 223 2층(석사동)|
후평 체육관||251-4658|강원 춘천시 후석로 286 (후평동)|
맹룡 체육관||033-253-0512|강원도 춘천시 후석로 252(후평동)|
한림대체육관||2626783|강원도 춘천시 퇴계로 166(퇴계동)|
현진 체육관||2557735|강원도 춘천시 승지골길13번길 3-2 2층(퇴계동)|
쌍용 체육관||255-5149|강원도 춘천시 춘천로185번길 3(운교동)|
월드 체육관||033-255-5161|강원도 춘천시 충열로 10-6(우두동)|
퇴계 체육관||261-8338|강원도 춘천시 안마산로 213 퇴계타운 407호(퇴계동)|
고려 체육관||033-255-1235|강원도 춘천시 춘주로179번길 10-1(퇴계동)|
남울진도장||054-787-7566|경상북도 울진군 후포삼율로 113|
우정태권도장||055-271-6688|경남 마산시 진동면 진동리 529-1|
전주전인태권도교육관||211-7208|전북 전주시 덕진구 동산동 707-5번지 2층|
황금박쥐태권도체육관||061-322-0066|전남 함평군 월야면 월야리 1201|
금암태권스쿨||042-840-8080|충남 계룡시 금암동 167-1호 우림루미아트상가동 201호|
용인대드림||7262442|전남 순천 해룡면 694 청솔2차상가|
세계태권도체육관||0428416165|충남 계룡시 두마면 엄사리 363번지 6호|
충남 소재 학교||||
강원협회 체육관||0332515510||
용인대부영태권도체육관||041-555-1006|충남 천안시 목천읍 응원리 241-32번지 301호|
강일 체육관||642-6604|강원도 강릉시 율곡로 2952(교동)|
강호 체육관||646-9050|강원도 강릉시 강변로 118(내곡동)|
남산 체육관||648-2038|강원도 강릉시 남산초교길25번길 3(내곡동)|
동명 체육관||652-8184|강원도 강릉시 경강로 2485(송정동)|
백호 체육관||652-3429|강원도 강릉시 경강로2301번길 15 4층(포남동)|
용인대 체육관||652-1916|강원도 강릉시 하평3길 37 203호(포남동)|
옥천 체육관||648-0617|강원도 강릉시 옥천로19번길 16(옥천동)|
율곡 체육관||641-8088|강원도 강릉시 정원로 53-4(교동, 부영아파트)|
LG 체육관||641-7471|강원도 강릉시 강변로410번길 22(입암동)|
청도 체육관||033-646-3266|강원도 강릉시 범일로 631(내곡동)|
챔피온체육관||642-2526|강원도 강릉시 경강로 2232 2층(포남동)|
태권월드 체육관||033-662-8090|강원도 강릉시 신리천로 60 2층|
88 체육관||643-2578|강원도 강릉시 남부로215번길 25(노암동)|
한국 체육관||644-3533|강원도 강릉시 토성로 106-3(홍제동)|
한일 체육관||033-641-0133|강원도 강릉시 남부로125번길 11 상가202(노암동, 남산현대아파트)|
현대 체육관||653-5053|강원도 강릉시 성덕포남로 40 현대태권도4층(입암동)|
화랑 체육관||033-661-3905|강원도 강릉시 해안1길 14|
중앙 체육관||648-8853|강원 강릉시 성남동 269|
올림픽 체육관||0336361882|강원도 속초시 조양로 223(조양동)|
경희 체육관||033-635-6758|강원도 속초시 조양로21번길 23(조양동)|
한국 체육관||0336352975|강원도 속초시 중앙로 56-1(교동)|
백두 체육관||033-635-3545|강원도 속초시 만천길 4 금화빌딩 3층(교동)|
국제 체육관||636-1466|강원도 속초시 미시령로3359번길 28 206호(교동)|
화랑 체육관||033-636-1522|강원도 속초시 청대로204번길 39 303호(조양동)|
중앙 체육관||581-3118|강원도 태백시 태백로 1817(장성동)|
강원 체육관||553-1133|강원도 태백시 태백로 1014(황지동, 육성빌라)|
새빛 체육관||554-4701|강원도 태백시 상장로 53(황지동)|
태백 체육관||553-4848|강원도 태백시 황지로 56-12(황지동)|
원일 체육관||553-9007|강원도 태백시 황지로 26(황지동)|
원덕 체육관||573-3057|강원도 삼척시 삼척로 424|
태극 체육관||541-9585|강원도 삼척시 도계로 232-1|
한국 체육관||572-8008|강원도 삼척시 오십천로 455(남양동)|
영동 체육관||572-0566|강원도 삼척시 청석로 59(교동)|
대한 체육관||572-4744|강원도 삼척시 오십천로 297 2층(원당동)|
한성 체육관||070-7355-7770|강원도 동해시 한섬로 84 3층(천곡동)|
화랑1 체육관||533-4313|강원도 동해시 발한로 116(발한동)|
화랑2 체육관||533-4314|강원도 동해시 평릉길 28 203호(천곡동)|
혜성 체육관||521-6650|강원도 동해시 오일장길 38(북평동)|
남산 체육관||435-8859|강원도 홍천군 연봉로3길 18-17 갤러리아빌딩 3층|
홍천 체육관||033-434-5627|강원도 홍천군 학명루길1길 7|
서석 체육관||433-2579|강원도 홍천군 구룡령로 2514|
성무 체육관||343-2136|강원도 횡성군 한우로 279-2|
흑룡 체육관||3438584|강원도 횡성군 둔내면 자포곡리 409|
한국 체육관||345-7895|강원도 횡성군 문화체육로 54|
봉평 체육관||033-335-9969|강원도 평창군 기풍로 121-10|
용마 체육관||681-2393|강원도 고성군 간성로 55|
으뜸 체육관||0336824352|강원도 고성군 거탄진로 158|
신남 체육관||033-461-1071|강원도 인제군 신남로46번길 10-6|
원통동아 체육관||461-0524|강원도 인제군 원통로147번길 5|
인제 체육관||4617854|강원도 인제군 인제로140번길 30|
정선 체육관||0335628888|강원도 정선군 애산로 179|
