bztypName|pobsAfstrName|pobsBaseAddr|pobsDtlAddr|pobsGnrlTelno
한식|김영희동태찜앤코다리냉면 대치점|서울특별시 강남구 선릉로62길 13 (대치동)|1층|025615007
필라테스|김예지필라테스|서울특별시 강남구 언주로 118 (도곡동, 우성캐릭터199)|우성캐릭터199오피스텔 2007호|0262432313
수학교습소|김예찌수학교습소|서울시 강남구 삼성로151|204|-
미술학원|김용철화실미술학원|서울특별시 강남구 남부순환로 2921 (대치동)|남서울종합상가  3층 9호|025401430
정형외과|김용훈정형외과의원|서울특별시 강남구 언주로30길 10 (도곡동)|310호 김용훈정형외과의원|0221357721
치과의원|김우영치과의원|서울특별시 강남구 영동대로 708 (청담동)|3층|025432752
미용실|김윤석미용실|서울시 강남구 영동대로142길 8|1층|025401734
운동스트레칭|김은성테라피|서울시 강남구 남부순환로 2927|대치클래시아 지하1층 B122호|025532855
외과|김은영 유외과|서울특별시 강남구 선릉로 654 (삼성동)|3층|025587575
보습학원|김은옥국어논술교습소|서울특별시 강남구 봉은사로71길 31 (삼성동)|201호|025450403
한식|김이박부대찌개|서울특별시 강남구 헌릉로 569 (세곡동)|2층 205(세곡동, 강남리더스 프라자)|024514222
한식|김이박부대찌개|서울특별시 강남구 헌릉로 652 (세곡동)|2층 204호|024514222
한식|김이순장춘식당|서울특별시 강남구 압구정로2길 53|2층|0234420022
기타주점|김작가의 이중생활 신사가로수길점|서울 강남구 강남대로152길 21|1층 (신사동)|025121230
기타주점|김작가의이중생활 선정릉점|서울특별시 강남구 선릉로112길 52 (삼성동)|1층|025491985
일반의원|김재유내과|서울특별시 강남구 개포로 615 (개포동)|3층|024594597
영어교습소|김재현엔토플영어교습소|서울특별시 강남구 압구정로 212 (신사동)|방우빌딩 2층 7, 8호|-
부동산중개|김정곤공인중개사사무소|서울특별시 강남구 도산대로8길 5 (논현동)|1층|025115800
한의원|김정국한의원|서울특별시 강남구 봉은사로 108 (역삼동)|3층|025528878
그 외 기타 스포츠시설 운영업|김정균 탁구클럽|서울특별시 강남구 삼성로58길 39, 지하1층 2호 (대치동, 지층)|김정균 탁구클럽|020000000
교습소|김정사회탐구교습소|서울특별시 강남구 선릉로8길 15 (개포동)|202호|025730368
주택임대|김정세|서울특별시 강남구 도산대로66길 11 (청담동)||025433075
국어학원, 논술|김정준국어학원|서울특별시 강남구 도곡로77길 7 (대치동)|2층|025087737
일반 교과학원|김정훈수리논술교습소|서울특별시 강남구 삼성로 348|4층, 402호|0200000000
의류|김정희유니폼기획|서울특별시 강남구 남부순환로351길 42 (도곡동)|1층|025623978
치과|김종삼치과의원|서울특별시 강남구 도곡로 181 (역삼동)|2층 김종삼치과의원|025563204
성형외과|김종서성형외과|서울특별시 강남구 논현로 842 (신사동)|압구정빌딩 2층 김종서성형외과|0234160070
학원강사,강사,과외교습자,재단사|김종진국어연구소|서울특별시 강남구 삼성로63길 12-11 (대치동)|3층303호|-
영어교습소|김종현영어|서울시 강남구 도곡로93길 9|6층|025632515
전자상거래업|김종효|서울특별시 강남구 역삼로 241 (역삼동)|천일빌딩 2층|07077766753
이비인후과|김주룡이비인후과|서울특별시 강남구 선릉로 669 (논현동)|상경빌딩 402호|025481805
꼬치구이|김준석꼬치|서울특별시 강남구 일원로3길 48 (일원동)|김준석꼬치|4455879
기타 식사용 가공처리 조리식품 제조업|김준호의대단한갈비 강남자곡점|서울특별시 강남구 자곡로 192(자곡동)|강남푸르지오시티 2차 1층 108호|07042431122
수학교습소|김준희수학클리닉수학교습소|서울특별시 강남구 남부순환로 2927 (대치동)|대치클래시아213호|025553030
한의원|김중호한의원|서울특별시 강남구 삼성로 150 (대치동, 한보미도맨션)|미도상가309호|025558887
음악학원|김지수연기아카데미학원|서울특별시 강남구 논현로168길 32 유니드빌딩 4층|김지수연기아카데미학원|020000000
학원강사,강사,과외교습자,재단사|김지연(Vienna Music Conservatory)|서울특별시 강남구 언주로 122 (도곡동)|우성캐릭터빌 1301호|-
미용|김지윤퀸즈헤나|서울시 강남구 강남대로 240|SK허브 B126호|025783130
보습,논술|김지현플러스수학학원|서울특별시 강남구 남부순환로 2936 (대치동)|윈플러스 상가 206호|0234527888
피부과의원|김진권피부과의원|서울특별시 강남구 일원로 33 (일원동)|김진권피부과의원|024455373
미용|김진미용실|서울시 강남구 테헤란로19길 25|1층 102호|025523216
미용업|김진숙헤어|서울특별시 강남구 영동대로114길 31 (삼성동)|지상1층|025495231
치과의원|김진호치과교정과치과의원|서울특별시 강남구 남부순환로 2936(대치동)|306-1, 김진호치과교정과치과의원|025397588
일반음식점|김천재의 육회반한연어 신논현본점|서울특별시 강남구 강남대로118길 47 (논현동)|2층|025161123
한식|김천재의족발이보곱닭|서울특별시 강남구 학동로2길 39 (논현동)|2층|0234431123
치과|김철수 치과의원|서울특별시 강남구 역삼로 310(역삼동)|한솔필리아5층 김철수치과의원|025676968
전자상거래|김초롱|서울특별시 강남구 테헤란로8길 22 (역삼동)|237호|-
한식|김치찌개|서울시 강남구 선릉로112길 6|1층|025438426
주택임대|김태근|서울특별시 강남구 학동로68길 30 (삼성동, 삼성동중앙하이츠빌리지)|104동 2003호|0234235631
한복|김태기. 선한복|서울특별시 강남구 학동로53길 30 (논현동)|1층|0222771666
스시,일식|김태완스시|서울특별시 강남구 학동로2길 31 (논현동)|1층|025171777
일식|김태완스시 대치본점|서울특별시 강남구 선릉로64길 17 (대치동)|지상1층 102호|025553013
일반과, 내과, 소아과|김태욱외과의원|서울특별시 강남구 언주로30길 39 (도곡동)|SEI타워|025789881
한식|김태주 선산 곱창전골|서울특별시 강남구 선릉로82길 8 (대치동)|지상1층|-
한식|김태준의탕탕집|서울특별시 강남구 학동로4길 12 (논현동)|1,2층|025113235
교습소|김태진 과학|서울특별시 강남구 역삼로64길 16|(대치동)|-
곡물|김포상회|서울시 강남구 삼성로 212(대치동, 은마아파트)|1349-1|-
일반 교과학원|김하연국어의고수|서울특별시 강남구 삼성로 212 (대치동, 은마아파트)|은마상가 에이블럭 310호|-
한식 일반 음식점업|김해김씨부엌(주)|서울특별시 강남구 도곡로3길 20-10, 108호 (역삼동, 삼진빌딩)|김해김씨부엌(주)|020000000
에이비에이 심리상담|김현옥에이비에이 언어 발달연구소|서울특별시 강남구 언주로30길 13 (도곡동, 대림아크로빌, 대림아크로텔)|2204호|-
성형외과|김형진베이직성형외과의원|서울특별시 강남구 논현로 824 (신사동)|4층|025445222
이비인후과|김호중이비인후과|서울특별시 강남구 삼성로 38 (개포동)|개포빌딩 302호|0234120107
세무사|김효곤세무사사무소|서울특별시 강남구 도곡로 204 (도곡동)|동신빌딩302호|025571400
세무사업|김효태 세무사사무실|서울특별시 강남구 학동로 423 (청담동)|2078|025173354
털실|김희선토탈패션, 털실잡화|서울특별시 강남구 남부순환로 2629 (도곡동)|1층|-
미용|김희숙헤어클리닉|서울특별시 강남구 광평로31길 27 (수서동, 삼성아파트)|상가동 지110호|0222264207
미용|김희정 컷팅클럽|서울특별시 강남구 논현로158길 7 (신사동)|593-8정석빌딩1층 김희정컷팅클럽|025444536
보습학원|깊은생각티씨에스(TCS)수학학원|서울특별시 강남구 삼성로 301 (대치동)|401호 (대치동)|025669992
장류,한식,프랜차이즈|깊은실 청국장과 보리밥 청담점|서울특별시 강남구 학동로 521 (청담동)|선진빌딩 1층|025443314
미용업|까까바리깡|서울특별시 강남구 삼성로115길 39 (삼성동)|1층|-
미용업|까라디|서울특별시 강남구 도산대로45길 14(신사동)|3층|025454000
스파게티|까르보네|서울특별시 강남구 도곡로 516 (대치동)|삼성상가 106호|025558234
고양이호텔|까르텔|서울특별시 강남구 강남대로162길 21 (신사동)|2층 202호|025464628
유아관련용품,판매대행컨설팅업,유아관련가구 및 소모|까모르 주식회사|서울특별시 강남구 봉은사로 129|723호|0234432557
주류 소매업|까비스트 아|서울특별시 강남구 압구정로 156 (신사동)|1층 109호|025142840
생화|까사데이피오리|서울특별시 강남구 압구정로 150 (신사동)|1층|025424600
컴퓨터프로그래밍서비스업/공연기획업|까사드(CASADE)|서울특별시 강남구 도산대로33길 20 (신사동)|제이에스빌딩 지하1층 001호|050713140298
캔들,비누관련|까사무|서울특별시 강남구 언주로164길 32 (신사동)|2층|07042395790
경양식, 한식|까사생갈비|서울시 강남구 봉은사로2길 15|까사생갈비|025615705
부동산중개및컨설팅|까치공인중개사사무소|서울특별시 강남구 테헤란로14길 48 (역삼동)|101|025676444
커피,샌드위치|까페바소|서울시 강남구 논현로164길 11|1층|025141980
커피|까페보니데이|서울특별시 강남구 언주로107길 46 (역삼동)|1층 까페보니데이|025552929
까페|까페오|서울특별시 강남구 밤고개로1길 10 (수서동)|1층 108호|07043693891
한식|깐부|서울특별시 강남구 학동로224|1층 105,106|025443837
치킨|깐부 일원점|서울특별시 강남구 일원로9길 6 (일원동)|102호|024599233
치킨|깐부치킨|서울시 강남구 개포2동 186-16|108|0234119200
치킨|깐부치킨|서울특별시 강남구 논현로94길 15 (역삼동)|1층|-
치킨 전문점|깐부치킨|서울특별시 강남구 도산대로89길 18 (청담동, 1층)|깐부치킨|020000000
치킨|깐부치킨|서울특별시 강남구 밤고개로1길 30 (수서동)|1층|024590228
치킨|깐부치킨|서울특별시 강남구 삼성로85길 43 (대치동)|2층 깐부치킨|025390101
치킨,호프|깐부치킨|서울특별시 강남구 압구정로32길 11 (신사동)|캐럴라인타뭐 1층|0234449282
치킨|깐부치킨 강남세브란스점|서울특별시 강남구 언주로65길 13 (역삼동)|1층 깐부치킨|025587990
한식 일반 음식점업|깐부치킨 대치사거리점|서울특별시 강남구 삼성로 345 1층 깐부치킨|깐부치킨 대치사거리점|020000000
치킨|깐부치킨 세곡점|서울특별시 강남구 헌릉로569길 13 (세곡동)|라온프라이빗시티 1층 108호|025429225
한식 일반 음식점업|깐부치킨 역삼역점|서울특별시 강남구 강남대로94길 86 (역삼동)|1층|025559168
치킨|깐부치킨 역삼종합시장점|서울특별시 강남구 논현로63길 25 (역삼동)|101호|-
치킨|깐부치킨 은마아파트점|서울특별시 강남구 도곡로 516 (대치동)|1층 깐부치킨|025677113
간이음식(치킨)|깐부치킨 청담자이점|서울특별시 강남구 영동대로138길 9 (청담동)|105호|025439282
치킨 전문점|깐부치킨 한티점|서울특별시 강남구 선릉로 340 (대치동)|대치이엠프라자 1층 101호|025659282
기타 주점업|깐부치킨（삼성역점）|서울특별시 강남구 테헤란로104길 9 (대치동, 1층)|깐부치킨（삼성역점）|020000000
치킨|깐부치킨강남구청역3번출구점|서울특별시 강남구 선릉로131길 12 (논현동)|1층 깐부치킨|0234465858
치킨 전문점|깐부치킨선정릉역점|서울특별시 강남구 선릉로 604 호산플라자1층 깐부치킨|깐부치킨선정릉역점|020000000
치킨|깐부치킨압구정현대백화점|서울특별시 강남구 논현로161길 11 (신사동)|1층|025478292
치킨|깐부치킨언주역점|서울특별시 강남구 논현로113길 5 (논현동, 프라임아파트)|1층상가 103호|025189289
산업용품, 가정용품세탁물공급|깔끄미 명품세탁|서울특별시 강남구 도산대로66길 12|B02호(청담동)|-
옷수선|깔끄미옷수선|서울특별시 강남구 도곡로93길 12 (대치동, 래미안 대치 하이스턴)|B층 7호|0234523707
주점|깜브레|서울특별시 강남구 역삼로 132 (역삼동)|2층 1호|-
주점업|깜브레 Cambre|서울특별시 강남구 역삼로11길 7|지상2층|025565503
한식|깡미네|서울특별시 강남구 밤고개로21길 69 (율현동)|1층 깡미네|0222268035
기타 교습학원|깨단수학교습소|서울특별시 강남구 삼성로 343, 2층 205호 (대치동)|깨단수학교습소|020000000
