##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@공공도서관
죽정도서관||||공공도서관|041-930-3128|충청남도 보령시 체육관길 17||||||||죽정도서관|(죽정동) 17 (죽정동)|||200101
진산도서관||||공공도서관|041-752-5651||충청남도 금산군 진산면 읍내리 읍내리 553-1|||||||진산도서관||||200101
천안성환도서관||||공공도서관|041-581-9963|충청남도 천안시 서북구 신선동길 25||||||||천안성환도서관|(천안성환도서관)|||200101
천안시문화도서관사업소/도솔도서관||||공공도서관|041-521-3735|충청남도 천안시 서북구 번영로 156||||||||천안시문화도서관사업소 도솔도서관|(불당동) 천안시청 2층|||200101
천안시문화도서관사업소/두정도서관||||공공도서관|041-521-3733|충청남도 천안시 서북구 부성3길 9||||||||천안시문화도서관사업소 두정도서관|(두정도서관)|||200101
천안시문화도서관사업소/성거도서관||||공공도서관|041-521-3734|충청남도 천안시 서북구 성거읍 천흥3길 3||||||||천안시문화도서관사업소 성거도서관|434 (천흥3길 3)|||200101
천안시문화도서관사업소/신방도서관||||공공도서관|041-521-3724|충청남도 천안시 동남구 통정4로 7||||||||천안시문화도서관사업소 신방도서관||||200101
천안시문화도서관사업소/쌍용도서관||||공공도서관|041-521-3731|충청남도 천안시 서북구 월봉4로 153||||||||천안시문화도서관사업소 쌍용도서관|(천안시쌍용도서관)|||200101
천안시문화도서관사업소/아우내도서관||||공공도서관|041-521-3723|충청남도 천안시 동남구 병천2로 57||||||||천안시문화도서관사업소 아우내도서관||||200101
천안시문화도서관사업소/중앙도서관||||공공도서관|041-521-3722|충청남도 천안시 동남구 중앙로 118||||||||천안시문화도서관사업소 중앙도서관|(천안시문화도서관사업소 중앙도서관)|||200101
청양도서관||||공공도서관|041-943-4147|충남 청양군 청양읍 칠갑산로 1길 15||||||||청양도서관||||200101
추부도서관||||공공도서관|041-750-2966||충남 금산군 추부면 마전리 420-8|||||||추부도서관||||200101
충남서부평생학습관||||공공도서관|041-661-8330|충청남도 서산시 동서1로 15067||||||||충남서부평생학습관||||200101
충청남도남부평생학습관||||공공도서관|041-730-7733|충남 논산시 부창동 부창로 71||||||||충청남도남부평생학습관||||200101
충청남도평생교육원||||공공도서관|041-629-2074|충청남도 천안시 동남구 목천읍 충절로 843||||||||충청남도평생교육원|충청남도평생교육원|||200101
충청남도학생교육문화원||||공공도서관|041-904-6835||충남 천안시 원성동 260-2|||||||충청남도학생교육문화원||||200101
태안군립중앙도서관||||공공도서관|041-670-5980|충청남도 태안군 태안읍 백화로 184||||||||태안군립중앙도서관||||200101
태안도서관||||공공도서관|041-674-1369|충청남도 태안군 원이로 20||||||||태안도서관|(태안도서관)|||200101
태안안면도서관||||공공도서관|041-670-5997|충청남도 태안군 장터로 99-15||||||||태안안면도서관|(안면도서관)|||200101
홍산공공도서관||||공공도서관|041-830-2896|충청남도 부여군 홍산로 77-1||||||||홍산공공도서관||||200101
홍성도서관||||공공도서관|041-632-2860|충청남도 홍성군 홍성읍 충절로 1050||||||||홍성도서관|충절로 1050|||200101
감곡도서관||||공공도서관|043-871-5929|충청북도 음성군 감곡면 장감로131번길 8||||||||감곡도서관|감곡도서관|||200101
강내도서관||||공공도서관|043-201-4042|충청북도 청주시 흥덕구 강내면 가로수로 568||||||||강내도서관|(월곡리 229-1) 강내도서관|||200101
괴산도서관||||공공도서관|043-833-0319|충청북도 괴산군 읍내로12길 38||||||||괴산도서관||||200101
금왕도서관||||공공도서관|043-877-8761|충청북도 음성군 응천서길27번길 33||||||||금왕도서관|(금왕도서관)|||200101
다누리도서관||||공공도서관|043-420-2962|충청북도 단양군 수변로 111||||||||다누리도서관|(다누리쎈타)|||200101
단양도서관||||공공도서관|043-423-1095|충청북도 단양군 단양읍 상진12길 18||||||||단양도서관|단양도서관|||200101
레인보우영동도서관||||공공도서관|043-743-9600|충청북도 영동군 영동읍 계산로2길 25||||||||레인보우영동도서관|레인보우영동도서관|||200101
매포도서관||||공공도서관|043-422-1937|충청북도 단양군 평동로 111-43||||||||매포도서관|(매포도서관)|||200101
미원도서관||||공공도서관|043-297-1525|충청북도 청주시 상당구 미원면 단재로 2494-1||||||||미원도서관|미원도서관|||200101
보은도서관||||공공도서관|043-542-5473|충청북도 보은군 보은읍 삼산로 56-10||||||||보은도서관|보은도서관|||200101
봉양도서관||||공공도서관|043-646-2018||충북 제천시 봉양읍 주포리 210-11|||||||봉양도서관||||200101
생거진천혁신도시도서관||||공공도서관|043-539-7790|충청북도 진천군 덕산면 대하로 52||||||||생거진천혁신도시도서관|생거진천혁신도시도서관|||200101
엄정꿈터도서관||||공공도서관|043-854-3031|충청북도 충주시 엄정면 자바위길 8||||||||엄정꿈터도서관|엄정꿈터도서관|||200101
영동도서관||||공공도서관|043-744-5754~5|충청북도 영동군 학산영동로 1220||||||||영동도서관|(영동도서관)|||200101
오창호수도서관||||공공도서관|043-201-4232|충청북도 청주시 청원구 오창읍 오창공원로 102||||||||오창호수도서관|(각리 636-8) 오창호수도서관|||200101
옥산도서관||||공공도서관|043-201-4156|충북 청주시 흥덕구 옥산면 오산5길 10||||||||옥산도서관|(옥산도서관)|||200101
옥천군민도서관||||공공도서관|043-730-3612|충청북도 옥천군 옥천읍 관성로4길 10||||||||옥천군민도서관|10 (옥천군민도서관)|||200101
옥천도서관||||공공도서관|043-731-7051|충청북도 옥천군 관성로3길 7||||||||옥천도서관||||200101
음성대소도서관||||공공도서관|043-877-1630||충북 음성군 대소면 오산리 188-21|||||||음성대소도서관||||200101
음성도서관||||공공도서관|043-873-2977|충북 음성군 음성읍 읍내리 시장로 126번길 29||||||||음성도서관||||200101
제천기적의도서관||||공공도서관|043-644-1215|충청북도 제천시 용두천로38길 30||||||||제천기적의도서관|(고암동) 용두천로38길 30 제천기적의도서관 (고암동)|||200101
제천시립도서관||||공공도서관|043-646-2019|충청북도 제천시 내제로 318||||||||제천시립도서관|(제천시립도서관)|||200101
제천시립의병도서관||||공공도서관|043-646-2019|충청북도 제천시 내제로 318||||||||제천시립의병도서관|(제천시립도서관)|||200101
제천여성도서관||||공공도서관|043-646-3765|충청북도 제천시 독순로 70||||||||제천여성도서관||||200101
제천학생회관||||공공도서관|043-647-8588|충북 제천시 청전동 청전대로1길 7||||||||제천학생회관|(청전동 470)|||200101
중원도서관||||공공도서관|043-846-0629|충청북도 충주시 창전길 221||||||||중원도서관|(중원도서관)|||200101
증평군립도서관||||공공도서관|043-835-4671|충청북도 증평군 증평읍 광장로 37||||||||증평군립도서관|증평군립도서관|||200101
증평도서관||||공공도서관|043-836-9477|충청북도 증평군 광장로 154||||||||증평도서관|(증평도서관)|||200101
진천군립광혜원도서관||||공공도서관|043-539-7766|충청북도 진천군 광혜원면 화랑길 72||||||||진천군립광혜원도서관|화랑길 72 (광혜원리 542-15)|||200101
진천군립도서관||||공공도서관|043-539-7733|충청북도 진천군 포석길 37-6||||||||진천군립도서관|(null)|||200101
진천도서관||||공공도서관|043-534-4516|충청북도 진천군 진천읍 상산1길 11||||||||진천도서관|11 (진천도서관)|||200101
청주기적의도서관||||공공도서관|043-283-1845|충청북도 청주시 서원구 구룡산로 356||||||||청주기적의도서관|(수곡동) 356 (청주기적의도서관)|||200101
청주상당도서관||||공공도서관|043-201-4092|충북 청주시 상당구 수동 대성로 195||||||||청주상당도서관||||200101
청주서원도서관||||공공도서관|043-201-4182|충청북도 청주시 흥덕구 분평로 35||||||||청주서원도서관||||200101
청주시립도서관||||공공도서관|043-201-4052|충북 청주시 상당구 용암동 용암로 55||||||||청주시립도서관||||200101
청주시립오송도서관||||공공도서관|043-201-4172|충청북도 청주시 흥덕구 오송읍 오송생명1로 180||||||||청주시립오송도서관|(청주오송도서관)|||200101
청주신율봉어린이도서관||||공공도서관|043-201-4223|충청북도 청주시 흥덕구 신율로153번길 16||||||||청주신율봉어린이도서관|(복대동) 신율봉어린이도서관|||200101
청주오창도서관||||공공도서관|043-201-4142|충청북도 청주시 청원구 오창읍 두릉유리로 1141-10||||||||청주오창도서관|청주오창도서관|||200101
청주청원도서관||||공공도서관|043-201-4123|충청북도 청주시 상당구 사뜸로61번길 88-14||||||||청주청원도서관|(사천동)|||200101
청주흥덕도서관||||공공도서관|043-201-4201|충청북도 청주시 흥덕구 증안로90번길 34||||||||청주흥덕도서관|(청주시립서부도서관)|||200101
충북중앙도서관||||공공도서관|043-276-8309|충북 청주시 서원구 충렬로 19||||||||충북중앙도서관|(충북중앙도서관)|||200101
충북학생교육문화원||||공공도서관|043-229-2655|충청북도 청주시 청원구 공항로287번길 56||||||||충북학생교육문화원|(주중동) 충북학생교육문화원 3층 아동열람실|||200101
충주시립도서관||||공공도서관|043-850-3271|충청북도 충주시 예성로 207||||||||충주시립도서관|(교현동) 207 (충주시립도서관)|||200101
충주시립호암도서관||||공공도서관|043-850-7410|충청북도 충주시 중원대로 3324||||||||충주시립호암도서관|(충주시청소년수련원) 2층|||200101
충청북도충주학생회관||||공공도서관|043-848-2266|충청북도 충주시 호암대로 50||||||||충청북도충주학생회관|(호암동) 526-1번지|||200101
