##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@태권도장
국가대표차오름태권도장||||태권도장|031-253-3833|경기도 수원시 장안구 파장로 53||||||||국가대표차오름태권도장|4층 (정자동,정자벽산블루밍상가)|||20311
경희대석사한일태권도장||||태권도장|031-253-7688|경기도 수원시 장안구 경수대로976번길 22||||||||경희대석사한일태권도장|303호~305호 (조원동,한일타운상가 5층)|||20311
대건태권도장||||태권도장||대구광역시 동구 동호로 132||||||||대건태권도장|상가 310/301 (신서동,영조아름다운나날3단지)|||20311
명품/홍익태권도장||||태권도장|052-297-0500|울산광역시 중구 종가로 735||||||||명품 홍익태권도장|301호 (장현동)|||20311
용인대삼우태권도장||||태권도장|031-445-6175|경기도 의왕시 포일로 43||||||||용인대삼우태권도장|206호 (내손동,대림프라자 2층)|||20311
경희대솔밭태권도장||||태권도장|0432677799|충청북도 청주시 흥덕구 대농로 48||||||||경희대솔밭태권도장|LK타워 703호 (복대동)|||20311
오창월드태권도장||||태권도장||충청북도 청주시 청원구 오창읍 2산단로 136||||||||오창월드태권도장|2층|||20311
한결태권도장||||태권도장|031-575-5644|경기도 남양주시 별내5로5번길 3||||||||한결태권도장|502호 (별내동,마들프라자 5층)|||20311
경희대아이사랑태권도장||||태권도장|031-275-7770|경기도 용인시 기흥구 기흥로116번길 102||||||||경희대아이사랑태권도장|401호 (언남동,초원마을성원상떼빌아파트 상가동 4층)|||20311
타이곤태권도장||||태권도장|031-337-1888|경기도 용인시 처인구 백옥대로1414번길 8||||||||타이곤태권도장|2층 (유방동,태권빌딩)|||20311
용인대T.F태권도장||||태권도장|031-986-0992|경기도 김포시 유현로33번길 36-12||||||||용인대T.F태권도장|3,4층 (풍무동)|||20311
현대힘찬태권도장||||태권도장|031-997-5556|경기도 김포시 청송로 26||||||||현대힘찬태권도장|305호 (장기동,청송현대쇼핑센타 3층)|||20311
STM상무태권도장||||태권도장|031-975-8831|경기도 고양시 일산동구 중산로 244||||||||STM상무태권도장|502호 503호 (중산동,고은프라자 5층)|||20311
월드클래스태권도장||||태권도장|0319818090|경기 김포시 봉화로182번길 29||||||||월드클래스태권도장|대우아파트 상가동 2층 201,209호 (북변동,대우아파트)|||20311
아카데미태권도장||||태권도장|055-333-1708|경상남도 김해시 활천로208번길 59||||||||아카데미태권도장|어방종합상가 A동 201호 (어방동)|||20311
수남태권도장||||태권도장|055-339-1222|경상남도 김해시 율하1로 154||||||||수남태권도장|109호 (율하동)|||20311
율하황제태권도장||||태권도장|055-332-3070|경상남도 김해시 율하2로 55||||||||율하황제태권도장|푸르지오1차상가 (율하동)|||20311
우리태권도장||||태권도장|055-331-1137|경남 김해시 삼계로 30||||||||우리태권도장|3층 301호 (구산동)|||20311
한솔태권도장||||태권도장|055-311-8411|경상남도 김해시 장유로 180||||||||한솔태권도장|401호,402호 (부곡동)|||20311
부곡태권도장||||태권도장|055-335-0798|경상남도 김해시 월산로 140||||||||부곡태권도장|103호 (부곡동)|||20311
서울태권도장||||태권도장|055-327-4725||경상남도 김해시 구산동 257|||||||서울태권도장|백조상가 3층 1호|||20311
힘찬태권도장||||태권도장|055-327-7797|경상남도 김해시 삼안로235번길 9||||||||힘찬태권도장|(삼방동)|||20311
동림빛고을태권도||||태권도장|5310123||광주 서구 동천동 518|||||||동림빛고을태권도||||20311
연세맑음샘태권도장||||태권도장|062-654-0040||광주 서구 금호동 243-6|||||||연세맑음샘태권도장|거북빌딩 201|||20311
고산태권도장||||태권도장|772-4598||제주 제주시 한경면 고산리 2408-3|||||||고산태권도장||||20311
부천태권도||||태권도장|032-325-9697||경기 부천시 원미구 중4동 1028-1|||||||부천태권도|3층|||20311
용인대챔피언태권도||||태권도장|243-4143||경기 수원시 장안구 영화동 424-1|||||||용인대챔피언태권도|3층|||20311
인성경희대태권도||||태권도장|031-202-6010||경기 수원시 영통구 망포동 690번 LG2차 상가3층 301호 |||||||인성경희대태권도||||20311
연세대태랑태권도||||태권도장|0318533038||경기 의정부시 민락동 732-1|||||||연세대태랑태권도|e프라자원 303호|||20311
광주백두태권도||||태권도장|763-5991||경기 광주시 곤지암읍 곤지암리 445-1|||||||광주백두태권도|2층|||20311
찬란한태권도장||||태권도장|031-997-0079||경기 김포시 풍무동 428|||||||찬란한태권도장|B동|||20311
경희대효(孝)태권도||||태권도장|032-661-0013||경기 부천시 소사구 송내동 373|||||||경희대효(孝)태권도|6층 604호|||20311
동아태권도장||||태권도장|053-802-1288||경북 경산시 대평동 428-1|||||||동아태권도장|대평그린빌상가 201호|||20311
안성용인대태권도||||태권도장|||경기 안성시 금광면 신양복리 홍익아파트 상가3층 |||||||안성용인대태권도||||20311
지행태양태권도||||태권도장|864-4416||경기 동두천시 지행동 289-1|||||||지행태양태권도||||20311
태비태권도||||태권도장|032-324-9047||경기 부천시 원미구 중4동 1030|||||||태비태권도|금강마을 복합상가 지층|||20311
한국체대천지태권도||||태권도장|032-679-0096||경기 부천시 오정구 원종1동 281-1|||||||한국체대천지태권도|진주상가 2층|||20311
용인대태풍태권도장||||태권도장|032-322-7089||경기 부천시 원미구 상동 395|||||||용인대태풍태권도장|반달마을 삼익상가 3층 304호|||20311
즐거운태권도||||태권도장|032-348-8111||경기 부천시 소사구 괴안동 삼익세라믹아파트 1|||||||즐거운태권도|2차상가 203,204호|||20311
고려대한얼태권도장||||태권도장|242-1980||경기 수원시 장안구 영화동 431-1|||||||고려대한얼태권도장|2층|||20311
태권짱||||태권도장|754-9552||경기 성남시 수정구 수진동 4426|||||||태권짱||||20311
서울석사태권도||||태권도장|||경기 성남시 분당구 정자동 111|||||||서울석사태권도|LG 종합상가 201호|||20311
한국경희대태권도장||||태권도장|215-0675||경기 수원시 영통구 매탄2동 1211|||||||한국경희대태권도장|한국2차A상가 2층 203호|||20311
용인대효천태권도체육관||||태권도장|268-2258||경기 수원시 장안구 정자동 천천2지구 919|||||||용인대효천태권도체육관|한라비발디단지내상가 3층|||20311
경희대월드태권도체육관||||태권도장|212-0772||경기 수원시 팔달구 우만동 49-1|||||||경희대월드태권도체육관||||20311
경희대석사창용태권도장||||태권도장|255-9364||경기 수원시 장안구 연무동 234-1|||||||경희대석사창용태권도장||||20311
매여울경희대태권도||||태권도장|216-7802||경기 수원시 팔달구 인계동 384|||||||매여울경희대태권도|래미안노블클래스 1단지 상가 3층|||20311
경희대서평체육관||||태권도장|292-5162||경기 수원시 권선구 서둔동 17-65|||||||경희대서평체육관||||20311
한양대21세기태권도||||태권도장|382-7770||경기 안양시 동안구 관양1동 1397-8|||||||한양대21세기태권도|303호|||20311
경희대석사정민태권도||||태권도장|466-5026||경기 안양시 만안구 안양5동 708-196|||||||경희대석사정민태권도|성원상떼빌6단지 상가3층|||20311
용인대석사성일체육관||||태권도장|2685-6049||경기 광명시 광명동 352-14|||||||용인대석사성일체육관|로얄프라자 4층|||20311
용인대유대태권도체육관||||태권도장|032-662-6564||경기 부천시 원미구 중동 707-2|||||||용인대유대태권도체육관|4층|||20311
용인대청산K타이거즈||||태권도장|031-797-0021||경기 광주시 곤지암읍 447-3|||||||용인대청산K타이거즈|동신빌딩 204호|||20311
에이스태권도||||태권도장|866-5062||경기 동두천시 생연동 에이스아파트상가 3층 |||||||에이스태권도||||20311
최강태권도체육관||||태권도장|572-3536||경기 남양주시 진접읍 부평리 599-9|||||||최강태권도체육관|상가건물 4층|||20311
원미창조태권도||||태권도장|0326642007||경기 부천시 원미구 심곡동 800|||||||원미창조태권도|하나리아벨 2층 202호|||20311
강서/효||||태권도장|2649-1254||서울 강서구 등촌2동 514-7|||||||강서 효||||20311
동화태권도체육관||||태권도장|832-3030||인천 연수구 옥련동 194-107|||||||동화태권도체육관|3층|||20311
연세태권스쿨||||태권도장|863-5137||인천 서구 석남동 593|||||||연세태권스쿨||||20311
정무태권도장||||태권도장|581-4443||인천 서구 가정동 505|||||||정무태권도장|3층|||20311
연세대튼튼아이태권도체육관||||태권도장|568-8400||인천 서구 연희동 802-1번지B102호 |||||||연세대튼튼아이태권도체육관||||20311
경희대정우태권도장||||태권도장|031-222-2561||경기 화성시 병점동 317-3|||||||경희대정우태권도장|명신프라자 제비동 402-403호|||20311
경희대금메달태권도||||태권도장|02-899-2772||경기 광명시 하안동 광명e-편한세상동부센츠레빌 단지내 상가 나-301호 |||||||경희대금메달태권도||||20311
영재태권도교육관||||태권도장|0318646464||경기 동두천시 송내동 695-1|||||||영재태권도교육관|금빌딩 5층|||20311
금강태권도2관||||태권도장|282-8850||울산광역시 북구 매곡동 625-1|||||||금강태권도2관|월드프라자 상가 3층 305호|||20311
차오름태권도||||태권도장|748-7997|강원도 원주시 오리현길 54||||||||차오름태권도|(반곡동)|||20311
아이캔태권도장||||태권도장|832-8444||전북 익산시 부송동 제일5차 A상가 3층 |||||||아이캔태권도장||||20311
교육관효도태권도||||태권도장|742-6543|강원 원주시 백간길 63||||||||교육관효도태권도|2층 (단계동,세경3차아파트)|||20311
용인대서원태권도장||||태권도장|744-6668|강원도 원주시 진광길 26||||||||용인대서원태권도장|(우산동)|||20311
해찬솔태권도||||태권도장|401-9418|광주광역시 동구 남문로693번길 11||||||||해찬솔태권도|상가동 2층|||20311
일등태권도||||태권도장|512-1285||광주 서구 동천동 602|||||||일등태권도|한빛건물 3층 302|||20311
삼정대명태권도||||태권도장|052-277-5642||울산 울주군 청량면 삼정리 774-3|||||||삼정대명태권도|2층|||20311
국가대표경희대소하태권도||||태권도장|||경기 광명시 소하2동 903-5|||||||국가대표경희대소하태권도||||20311
광명용인대삼손태권도장||||태권도장|804-0050||경기 광명시 하안동 주공고등2단지 교육센터 4층 |||||||광명용인대삼손태권도장||||20311
경희대태권도장천사총본관||||태권도장|2615-1494|경기 광명시 광오로 35||||||||경희대태권도장천사총본관|2층 (광명동)|||20311
나사렛태권도스쿨||||태권도장|055-551-9444|경상남도 진해시 경화로 30번길 38||||||||나사렛태권도스쿨|10번지|||20311
문태권도교육관||||태권도장|263-7002|경상남도 창원시 성산구 동산로 124||||||||문태권도교육관|성원주상가 613-2번지|||20311
용인대금호태권도||||태권도장|335-7989||경남 김해시 장유면 신문리 527|||||||용인대금호태권도|쌍용예가아파트상가 113-301호|||20311
한국체대건강한태권도||||태권도장|637-9971||경남 거제시 고현동 178-2|||||||한국체대건강한태권도||||20311
FOR/ALL/태권도||||태권도장|043-848-0329|충북 충주시 연수로2길 2||||||||FOR ALL 태권도|3층 (연수동)|||20311
고려금빛태권도장||||태권도장|043-873-0537||충북 음성군 음성읍 읍내리 353-11|||||||고려금빛태권도장|태영A상가 201호|||20311
송암박사/태권도장||||태권도장|462-6615|전라남도 영암군 세가래로 46-8||||||||송암박사 태권도장||||20311
예승태권체육관||||태권도장|212-8588||울산 울주군 범서읍 천상리 21B3 - 1L |||||||예승태권체육관||||20311
구영예승체육관||||태권도장|052-246-8878||울산 울주군 범서읍 구영리 378-1|||||||구영예승체육관|6층|||20311
온누리체육관||||태권도장|752-3313||대구 수성구 범어4동 330|||||||온누리체육관||||20311
아이세상태권도||||태권도장|584-1288||대구 달서구 이곡동 1244|||||||아이세상태권도|1002호|||20311
