##NAME|TYPE|SUBNAME|TELNUM|ADDR|FATHER|SOURCE2@@교회
학온교회|합동보수B||02-681-0470|경기도 광명시 가학동 478-6|김정우 목사|한국컴퓨터선교회
한광교회|통합||02-684-0001|경기도 광명시 광명3동 24-2|김길상 목사|한국컴퓨터선교회
한국포도원교회|기감||02-808-4923|경기도 광명시 하안동 296-3 삼희교육센터|이승헌 목사|한국컴퓨터선교회
한길교회|합동정통||02-615-5805|경기도 광명시 철산2동 93-2|이윤섭 목사|한국컴퓨터선교회
한마음교회|기감||02-619-8438|경기도 광명시 광명7동 317-27|김병섭 목사|한국컴퓨터선교회
한마음교회|개혁||02-897-2673|경기도 광명시 하안1동 단독빌라 205|조창대 목사|한국컴퓨터선교회
한빛교회|기감||02-892-2311|경기도 광명시 하안4동 주공A10단지|권오준 목사|한국컴퓨터선교회
한빛교회|대신||02-898-3610|경기도 광명시 하안1동 722|김윤재 목사|한국컴퓨터선교회
한생중앙교회|대신||02-686-9118|경기도 광명시 철산4동 산92-1|김병식 목사|한국컴퓨터선교회
한양교회|개혁||02-612-8629|경기도 광명시 광명3동 38-1|김진용 목사|한국컴퓨터선교회
한우리교회|합동||02-802-6645|경기도 광명시 하안1동 주공3단지 교육센타|권종렬 목사|한국컴퓨터선교회
한울림교회|기감||02-682-8896|경기도 광명시 광명6동 333-17|함석우 목사|한국컴퓨터선교회
함께하는교회|통합||02-614-0198|경기도 광명시 광명7동 중앙하이츠A상가3층|이종엽 목사|한국컴퓨터선교회
행복한교회|합동정통||02-682-9702|경기도 광명시 광명6동 751-44블럭1(4층)|김형남 목사|한국컴퓨터선교회
혜림교회|합동||02-898-1004|경기도 광명시 하안동 주공A5단지|김원길 목사|한국컴퓨터선교회
혜성교회|합동||02-893-1933|경기도 광명시 하안3동 260-4|여성현 목사|한국컴퓨터선교회
화목교회|합동정통||02-619-1006|경기도 광명시 철산2동 66-13|강근준 목사|한국컴퓨터선교회
화평교회|기장||02-809-5783|경기도 광명시 하안3동 296-1 6단지|이성헌 목사|한국컴퓨터선교회
흰돌교회|합동||02-897-3136|경기도 광명시 하안1동 578-8|신쌍동 목사|한국컴퓨터선교회
갈매교회|기감||031-572-1276|경기도 구리시 갈매동 489-7|이창덕 목사|한국컴퓨터선교회
갈매제일교회|합동||031-572-9843|경기도 구리시 갈매동 342-3|양우용 목사|한국컴퓨터선교회
갈보리교회|합동||031-564-9191|경기도 구리시 교문1동 758-17|윤택환 목사|한국컴퓨터선교회
경일교회|통합||031-563-9720|경기도 구리시 수택동 526-26|김정오 목사|한국컴퓨터선교회
경일교회|합동||031-509-7064|경기도 구리시 인창동 383-62|이한승 목사|한국컴퓨터선교회
광선교회|예장근본||031-563-0496|경기도 구리시 수택1동 334-6|박상근 목사|한국컴퓨터선교회
광천교회|기침||031-511-3916|경기도 구리시 교문동 312-22|고석현 목사|한국컴퓨터선교회
교문교회|기감||031-563-3557|경기도 구리시 인창동 605-147|최대원 목사|한국컴퓨터선교회
교문교회|개혁||031-567-1575|경기도 구리시 교문2동 798|신형관 목사|한국컴퓨터선교회
교문교회|기하성||031-557-0055|경기도 구리시 수택동 377-43|이영준 목사|한국컴퓨터선교회
교문제일교회|통합||031-563-2438|경기도 구리시 교문1동 645|이윤식 목사|한국컴퓨터선교회
교문중앙교회|통합||031-551-3773|경기도 구리시 교문동 799-2|박석봉 목사|한국컴퓨터선교회
구리교회|기하성||031-553-0191|경기도 구리시 교문동 277-3|조승렬 목사|한국컴퓨터선교회
구리교회|기감||031-555-5757|경기도 구리시 수택동 755-8|유충일 목사|한국컴퓨터선교회
구리교회|기성||031-562-3532|경기도 구리시 인창동 582-8|정완규 목사|한국컴퓨터선교회
구리교회|합동정통||031-568-0447|경기도 구리시 인창동 344-9|노현태 목사|한국컴퓨터선교회
구리교회|대신||031-562-5497|경기도 구리시 수택동 560-2|김경석 목사|한국컴퓨터선교회
구리교회|성공회||031-557-5261|경기도 구리시 교문동 807-7|이문범 목사|한국컴퓨터선교회
구리생명교회|합동||031-563-8444|경기도 구리시 수택동 440단지내상가|김용근 목사|한국컴퓨터선교회
구리성도교회|합동||031-567-1004|경기도 구리시 교문동 800-8|정귀석 목사|한국컴퓨터선교회
구리성천교회|합동||031-566-2755|경기도 구리시 수택동 489-4|강영철 목사|한국컴퓨터선교회
구리순복음교회|기하성||031-567-4410|경기도 구리시 교문동 261-11|조승렬 목사|한국컴퓨터선교회
구리영광교회|합동||031-551-3789|경기도 구리시 교문동 197-13|마경주 목사|한국컴퓨터선교회
구리영락교회|통합||031-551-5602|경기도 구리시 교문동 757-5|김성기 목사|한국컴퓨터선교회
구리영생교회|기성||031-563-7203|경기도 구리시 교문동 758|임용준 목사|한국컴퓨터선교회
구리제일교회|통합||031-567-7629|경기도 구리시 수택동 344-1|김태완 목사|한국컴퓨터선교회
구리제일교회|기성||031-563-9774|경기도 구리시 수택동 853|양세창 목사|한국컴퓨터선교회
구리중앙교회|합동||031-551-8049|경기도 구리시 교문동 1-6|장영훈 목사|한국컴퓨터선교회
구리진리교회|합동정통||031-552-3651|경기도 구리시 인창동 주공 A 2단지 664-6 학원빌딩|이홍용 목사|한국컴퓨터선교회
구리활빈교회|통합||031-556-8010|경기도 구리시 인창동 4블럭내|황재우 목사|한국컴퓨터선교회
낙원교회|기감||031-554-4526|경기도 구리시 교문동 801-5|이창익 목사|한국컴퓨터선교회
낙원교회|합동정통||031-569-9543|경기도 구리시 교문동 748-9|이용우 목사|한국컴퓨터선교회
남양주교회|개혁||031-562-4682|경기도 구리시 토평동 670-2|박남주 목사|한국컴퓨터선교회
늘사랑교회|기장||031-566-3004|경기도 구리시 수택동 752-19|김번영 목사|한국컴퓨터선교회
늘푸른교회|예성||031-565-1853|경기도 구리시 수택동 458|석인욱 목사|한국컴퓨터선교회
다사랑교회|합동정통||031-551-0030|경기도 구리시 교문동 742-9|조근희 목사|한국컴퓨터선교회
대광교회|통합||031-551-0676|경기도 구리시 수택동 437-21|한일숙 목사|한국컴퓨터선교회
돌다리교회|합동||031-554-9125|경기도 구리시 수택동 423-10|심영택 목사|한국컴퓨터선교회
동광교회|합동||031-557-8106|경기도 구리시 수택동 414-12|강신권 목사|한국컴퓨터선교회
동명교회|합동||031-556-1154|경기도 구리시 수택동 509-6|양주성 목사|한국컴퓨터선교회
동부교회|기하성||031-568-1003|경기도 구리시 수택동 487-7|서상식 목사|한국컴퓨터선교회
동산교회|통합||031-555-1796|경기도 구리시 인창동 622|박재곤 목사|한국컴퓨터선교회
동산중앙교회|합동||031-567-9269|경기도 구리시 수택동 376-15|정연홍 목사|한국컴퓨터선교회
동서울교회|합동||031-551-4509|경기도 구리시 교문2동 763-7|김창득 목사|한국컴퓨터선교회
동성교회|장신||031-563-5215|경기도 구리시 인창동 520-3|한재희 목사|한국컴퓨터선교회
동창교회|합동||031-563-4202|경기도 구리시 인창동 50-1|문재성 목사|한국컴퓨터선교회
동천교회|호헌||031-552-0759|경기도 구리시 교문동 806|나덕길 목사|한국컴퓨터선교회
동행교회|합동보수B||031-555-0183|경기도 구리시 수택동 503-24|김순호 목사|한국컴퓨터선교회
들림교회|합동보수B||031-566-9492|경기도 구리시 인창동 527-22|임영빈 목사|한국컴퓨터선교회
만남교회|합동정통||031-552-4524|경기도 구리시 수택동 504|유익환 목사|한국컴퓨터선교회
망우리교회|합동||031-553-0969|경기도 구리시 교문동 340-020|박용준 목사|한국컴퓨터선교회
모이는교회|합동정통||031-568-3431|경기도 구리시 인창동 택지개발 3L삼보A|김영우 목사|한국컴퓨터선교회
목양교회|통합||031-551-1004|경기도 구리시 수택동 850-7|공진수  목사|한국컴퓨터선교회
미문교회|고려||031-563-3381|경기도 구리시 인창동 택지3단지|서영국 목사|한국컴퓨터선교회
밀알교회|통합||031-556-1006|경기도 구리시 수택동 696|이석형 목사|한국컴퓨터선교회
밀알제2교회|통합||031-567-1004|경기도 구리시 수택1동 541-10|김광웅 목사|한국컴퓨터선교회
반석교회|개혁||031-562-5164|경기도 구리시 수택동 456-84|오장연 목사|한국컴퓨터선교회
베데스다교회|오순절||031-562-0025|경기도 구리시 수택동 326|윤덕희 목사|한국컴퓨터선교회
복된교회|대신||031-555-2351|경기도 구리시 수택동 437-48|김성호 목사|한국컴퓨터선교회
복지교회|기침||031-551-7318|경기도 구리시 교문동 740-75|한영철 목사|한국컴퓨터선교회
사랑교회|개혁||031-568-8181|경기도 구리시 수택동 480-31|윤병진 목사|한국컴퓨터선교회
산성교회|통합||031-553-2685|경기도 구리시 수택동 328-3|최도수 목사|한국컴퓨터선교회
새누리교회|기침||031-551-7403|경기도 구리시 교문2동 808|신용남 목사|한국컴퓨터선교회
새빛나교회|합동정통||031-567-5648|경기도 구리시 인창동 495-24|김진고 목사|한국컴퓨터선교회
새생명교회|기감||031-552-4238|경기도 구리시 교문동 743-7|김익태 목사|한국컴퓨터선교회
새성교회|통합||031-567-7172|경기도 구리시 수택동 453-28|임병근 목사|한국컴퓨터선교회
새소망교회|개혁||031-569-0022|경기도 구리시 수택동 442-17|김길동 목사|한국컴퓨터선교회
생명교회|합동||031-563-8444|경기도 구리시 수평동 440 쌍용A 상가|김용근 목사|한국컴퓨터선교회
성광교회|합동||031-563-5210|경기도 구리시 수택동 419-19|최승권 목사|한국컴퓨터선교회
성덕교회|통합||031-557-9191|경기도 구리시 인창동 주공A 401-801|하원양 목사|한국컴퓨터선교회
성민교회|합동정통||031-553-0372|경기도 구리시 수택1동 509-1|주삼범 목사|한국컴퓨터선교회
성민교회|대신||031-556-3173|경기도 구리시 수평동 268-27|김이배 목사|한국컴퓨터선교회
성민교회|기하성B||031-567-1521|경기도 구리시 수택동 482-35|김종묵 목사|한국컴퓨터선교회
성산교회|개혁||031-563-2767|경기도 구리시 교문동 318-4|안평종 목사|한국컴퓨터선교회
성암교회|대신||031-551-5664|경기도 구리시 교문동 809-1|김영필 목사|한국컴퓨터선교회
세계로교회|통합||031-557-7934|경기도 구리시 교문동 739-7|김종두 목사|한국컴퓨터선교회
수택교회|통합||031-566-1154|경기도 구리시 수평동 754-1|이진영 목사|한국컴퓨터선교회
수택동교회|장신||031-552-4233|경기도 구리시 수택동 541|김동명 목사|한국컴퓨터선교회
쉴만한교회|대한||031-567-2028|경기도 구리시 수택1동 755-7|김충영 목사|한국컴퓨터선교회
시민교회|호헌||031-556-9191|경기도 구리시 교문동 801-7|라성열 목사|한국컴퓨터선교회
시온교회|합동정통||031-569-3200|경기도 구리시 수택동598-25|송영구 목사|한국컴퓨터선교회
신광교회|기침||031-568-2443|경기도 구리시 수택동 527-42|송   일 목사|한국컴퓨터선교회
신도교회|고려||031-565-1582|경기도 구리시 수택동 산2-7|이요한 목사|한국컴퓨터선교회
신봉교회|예성||031-563-5944|경기도 구리시 수택동 516-15|유재하 목사|한국컴퓨터선교회
신약교회|기침||031-562-5485|경기도 구리시 교문동 798-9|박종천 목사|한국컴퓨터선교회
신영교회|기감||031-553-1883|경기도 구리시 교문2동 803-17|이상윤 목사|한국컴퓨터선교회
신정교회|개혁합신||031-568-0484|경기도 구리시 인창동 563-47|전송수 목사|한국컴퓨터선교회
아름다운교회|개혁||031-555-7961|경기도 구리시 인창동 303-14 삼호A상가|조병민 목사|한국컴퓨터선교회
아천동교회|통합||031-563-5903|경기도 구리시 아천동 364-1|김일재 목사|한국컴퓨터선교회
양광교회|대신||031-562-7148|경기도 구리시 교문동 228-6|한종탁 목사|한국컴퓨터선교회
에덴교회|기감||031-566-5350|경기도 구리시 교문동 809-2|최재동 목사|한국컴퓨터선교회
엘림교회|장신||031-557-1643|경기도 구리시 교문동 727-8|김성혁 목사|한국컴퓨터선교회
연세교회|합동||031-557-6796|경기도 구리시 교문동 802-1|이효상 목사|한국컴퓨터선교회
열린문교회|합동정통||031-562-6762|경기도 구리시 교문동 735 한솔빌딩|신기범 목사|한국컴퓨터선교회
염광교회|예성||031-563-5014|경기도 구리시 수택동 370-11|김종현 목사|한국컴퓨터선교회
영광교회|합동정통||031-562-0255|경기도 구리시 인창동 14-6|양원규 목사|한국컴퓨터선교회
영안교회|합동정통||031-551-7687|경기도 구리시 교문동 757-10|박태환 목사|한국컴퓨터선교회
영암교회|합동정통||031-551-1606|경기도 구리시 수택동 럭키A 1-1017|박광명 목사|한국컴퓨터선교회
영은교회|예성||031-566-7603|경기도 구리시 교문동 758-14|오정훈 목사|한국컴퓨터선교회
영인교회|통합||031-557-5740|경기도 구리시 교문동 805-8|이영태 목사|한국컴퓨터선교회
예성교회|통합||031-557-7246|경기도 구리시 인창동 383-19|박문규 목사|한국컴퓨터선교회
예일교회|합동||031-552-3084|경기도 구리시 수택동 489-8|박노경 목사|한국컴퓨터선교회
예향교회|기감||031-556-3003|경기도 구리시 인창동 주공1단지|김종현 목사|한국컴퓨터선교회
오성교회|기장||031-566-3004|경기도 구리시 수택동 479-3|강신우 목사|한국컴퓨터선교회
