##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@복지서비스
삼척노인복지센터||129.15286215552769|37.43740511359805|복지서비스|033-5736178|강원도 삼척시 원당로2길 72-6||노인장기요양시설||||||삼척노인복지센터|(원당동)|||200100
비지팅엔젤스|삼척지점|129.1695948371|37.4389331441|복지서비스|033-5761003|강원도 삼척시 오십천로 470||노인장기요양시설||||A 비지팅엔젤스 삼척지점||"(A)비지팅엔젤스 삼척지점|(정상동,세광프라자 102호)|||200100
비지팅엔젤스삼척||129.1695948371|37.4389331441|복지서비스|033-5742289|강원도 삼척시 오십천로 470||노인장기요양시설||||||주식회사 비지팅엔젤스삼척|103호 (정상동,세광프라자)|||200100
해피돌봄사회서비스센터||129.1673127937871|37.439562381312136|복지서비스|033-5741659|강원도 삼척시 오십천로 448||노인장기요양시설||||||(주)해피돌봄사회서비스센터|1층 (남양동)|||200100
실버복지용구판매소||129.16708573085003|37.44046378882435|복지서비스|033-5757979|강원도 삼척시 중앙시장길 8-42||노인장기요양시설||||||실버복지용구판매소|(남양동)|||200100
삼척의료기||129.16463322898127|37.44082584779892|복지서비스|033-5741887|강원도 삼척시 오십천로 421||노인장기요양시설||||||삼척의료기|(남양동)|||200100
한빛재가복지센터||129.16747712316663|37.44212497453076|복지서비스|033-5759977|강원도 삼척시 중앙로 213||노인장기요양시설||||AA+ "한빛재가복지센터||"(AA+)"한빛재가복지센터|(남양동)|||200100
굿해피니스사회복지센터||129.1712743038|37.4429416786|복지서비스|033-9405112|강원도 삼척시 남양길 41-80||노인장기요양시설||||||굿해피니스사회복지센터|101호 (남양동,백조상가아파트)|||200100
가나안재가복지센터||129.1631870636|37.4430215734|복지서비스|033-5722888|강원도 삼척시 대학로 21-1||노인장기요양시설||||||가나안재가복지센터|2층 (당저동)|||200100
경희의료기||129.16073634057895|37.44313488648398|복지서비스|033-5720312|강원도 삼척시 죽서루길 86-5||노인장기요양시설||||||경희의료기|(성내동)|||200100
삼척요양보호사교육원부설방문간호센터||129.1691783906784|37.44360356565196|복지서비스|033-5720242|강원도 삼척시 남양안길 21-6||노인장기요양시설||||||삼척요양보호사교육원부설방문간호센터|(남양동)|||200100
다온사회서비스센터||129.17789190079455|37.44626108944542|복지서비스|033-5731891|강원도 삼척시 정상안길 96-15||노인장기요양시설||||||다온사회서비스센터|(정상동)|||200100
사회복지센터행복만들기||129.044566215|37.2344403461|복지서비스|033-5412158|강원도 삼척시 도계읍 도계강변길 15||사회서비스제공기관||||||사회복지센터행복만들기||||200100
참사랑종합복지센터||129.047350478|37.2409002601|복지서비스|033-5419946|강원도 삼척시 도계읍 도계우회로 100-60||사회서비스제공기관||||||참사랑종합복지센터||||200100
효도재가노인지원센터||129.2670294795|37.3162904719|복지서비스|033-5757744|강원도 삼척시 근덕면 삼척로 2791-65||사회서비스제공기관||||||효도재가노인지원센터||||200100
사랑애울타리노인장기요양센터||129.1792580256|37.4313503513|복지서비스|033-5751006||강원도 삼척시 남양동 42|사회서비스제공기관||||||사랑애울타리노인장기요양센터|여운빌딩 301호|||200100
삼척시종합사회복지관웰빙센터||129.1528621555|37.4374051136|복지서비스|033-5736168|강원도 삼척시 원당로2길 72-6||사회서비스제공기관||||||삼척시종합사회복지관웰빙센터|(원당동,삼척시종합사회복지관)|||200100
삼척시종합사회복지관||129.1528621555|37.4374051136|복지서비스|033-5736168|강원도 삼척시 원당로2길 72-6||사회서비스제공기관||||||삼척시종합사회복지관|(원당동)|||200100
다온사회서비스센타||129.1778919008|37.4462610894|복지서비스|033-5731891|강원도 삼척시 정상안길 96-15||사회서비스제공기관||||||다온사회서비스센타|(정상동)|||200100
동산복지마을||129.3512396656|37.1581197485|복지서비스|033-5736611|강원도 삼척시 원덕읍 고포월천길 273-76||사회복지시설||||||동산복지마을||||200100
원덕지역아동센터||129.34334801688016|37.173878890201145|복지서비스|033-5737974|강원도 삼척시 원덕읍 호산3길 102||사회복지시설||||||원덕지역아동센터||||200100
청솔/효/요양원||129.03526147746126|37.17900815011565|복지서비스|033-5531198|강원도 삼척시 도계읍 강원남부로 630-13||사회복지시설||||||청솔 효 요양원||||200100
흥전지역아동센타||129.04134030763936|37.217097966905875|복지서비스|033-5412408|강원도 삼척시 도계읍 흥전안길 17-12||사회복지시설||||||흥전지역아동센타||||200100
도계지역아동센터||129.0501090041006|37.23191928522844|복지서비스|033-5416663|강원도 삼척시 도계읍 도계느티로3길 14-5||사회복지시설||||||도계지역아동센터||||200100
도계장애인보금자리||129.0481100931|37.2416546778|복지서비스|033-5415361|강원도 삼척시 도계읍 도계우회로 114||사회복지시설||||||도계장애인보금자리||||200100
행복의/집||129.0571965538|37.2587148737|복지서비스|033-5410687|강원도 삼척시 도계읍 늑구점리길 24||사회복지시설||||||행복의 집||||200100
꿈을이루는지역아동센터||128.94565090531833|37.34748010058932|복지서비스|033-5520016|강원도 삼척시 하장면 하장길 62-45||사회복지시설||||||꿈을이루는지역아동센터||||200100
나무심는지역아동센터||128.8517327576506|37.36491598150447|복지서비스|033-5540629|강원도 삼척시 하장면 벌문재로 1009||사회복지시설||||||나무심는지역아동센터||||200100
근덕지역아동센터||129.22640217728926|37.379537839722715|복지서비스|033-5734914|강원도 삼척시 근덕면 삼척로 3644||사회복지시설||||||근덕지역아동센터||||200100
삼척시수어통역센터||129.17649475014366|37.43142290716416|복지서비스|033-5735431|강원도 삼척시 중앙로 28||사회복지시설||||||삼척시수어통역센터|(사직동,삼척장애인종합복지센터)|||200100
삼척시장애인보호작업장||129.17649475014366|37.43142290716416|복지서비스|033-5729600|강원도 삼척시 중앙로 28||사회복지시설||||||삼척시장애인보호작업장|(사직동,삼척장애인종합복지센터)|||200100
삼척시/장애인생활이동지원센터||129.17649475014366|37.43142290716416|복지서비스|033-5750848|강원도 삼척시 중앙로 28||사회복지시설||||||삼척시 장애인생활이동지원센터|(사직동,삼척장애인종합복지센터)|||200100
샘터/단기활동센터||129.15196487326182|37.43731696218712|복지서비스|033-5760039|강원도 삼척시 원당로2길 72-47||사회복지시설||||||샘터 단기활동센터|(원당동)|||200100
샘터/주간활동센터||129.15196487326182|37.43731696218712|복지서비스|033-5760039|강원도 삼척시 원당로2길 72-47||사회복지시설||||||샘터 주간활동센터|(원당동)|||200100
삼척시다문화가족지원센터||129.15286215552769|37.43740511359805|복지서비스|033-5735434|강원도 삼척시 원당로2길 72-6||사회복지시설||||||삼척시다문화가족지원센터|(원당동)|||200100
삼척시건강가정지원센터||129.15286215552769|37.43740511359805|복지서비스|033-5760761|강원도 삼척시 원당로2길 72-6||사회복지시설||||||삼척시건강가정지원센터|5층 (원당동,종합사회복지관)|||200100
삼척지역아동센터||129.16669825548087|37.439094403414934|복지서비스|033-5733606|강원도 삼척시 중앙로 171-38||사회복지시설||||||삼척지역아동센터|(남양동)|||200100
삼척지역자활센터||129.1673127937871|37.439562381312136|복지서비스|033-5741658|강원도 삼척시 오십천로 448||사회복지시설||||||삼척지역자활센터|(남양동)|||200100
삼척종합사회복지관/부설/재가복지봉사센터||129.15383853517244|37.43962142067036|복지서비스|033-5736168||강원도 삼척시 원당동 170|사회복지시설||||||삼척종합사회복지관 부설 재가복지봉사센터||||200100
반석지역아동센터||129.16845010592382|37.44185848615538|복지서비스|033-5735457|강원도 삼척시 남양길 14-22||사회복지시설||||||반석지역아동센터|(남양동)|||200100
삼척꽃망울지역아동센터||129.17741457901258|37.44195664957022|복지서비스|033-5738809|강원도 삼척시 척주로 131||사회복지시설||||||삼척꽃망울지역아동센터|(정상동)|||200100
삼척시니어클럽||129.16522003996036|37.44315368993264|복지서비스|033-5746560|강원도 삼척시 중앙시장길 71||사회복지시설||||||삼척시니어클럽|(남양동)|||200100
삼척시니어클럽||129.16611973854364|37.443166024037886|복지서비스|033-5746560|강원도 삼척시 중앙시장2길 8-0||사회복지시설||||||삼척시니어클럽||||200100
삼척시정신건강증진센터||129.17220153549678|37.443749806791445|복지서비스|033-5740190|강원도 삼척시 척주로 76||사회복지시설||||||삼척시정신건강증진센터|(남양동)|||200100
늘푸른지역아동센터||129.1779972780799|37.44490788186526|복지서비스|033-5728767|강원도 삼척시 정상안1길 14-26||사회복지시설||||||늘푸른지역아동센터|(정상동)|||200100
한마음지역아동센터||129.17900796310028|37.44812146862125|복지서비스|033-5738291|강원도 삼척시 동해대로 4122-18||사회복지시설||||||한마음지역아동센터|(정상동,상가3층)|||200100
늘푸른요양원||128.59368219297798|38.212509772704436|복지서비스|033-6351153|강원도 속초시 영랑로6길 25||노인장기요양시설||||||늘푸른요양원|(동명동)|||200100
속초종합사회복지관||128.5894924128|38.2015045767|복지서비스|033-6358762|강원도 속초시 청초호반로 296||사회서비스제공기관|||||속초아동발달치료센터|속초종합사회복지관(속초아동발달치료센터)|(금호동)|||200100
늘푸른요양원||128.59368219297798|38.212509772704436|복지서비스|033-6331153|강원도 속초시 영랑로6길 25||사회복지시설||||||늘푸른요양원|(동명동)|||200100
늘푸른요양원||128.59368219297798|38.212509772704436|복지서비스|033-6351154|강원도 속초시 영랑로6길 25||사회복지시설||||||늘푸른요양원|(동명동)|||200100
속초시사회복지협의회||128.58949241277543|38.201504576737335|복지서비스|033-6331363|강원도 속초시 청초호반로 296||사회복지시설||||||속초시사회복지협의회|3층 (금호동,속초시사회복지회관)|||200100
속초반야지역자활센터||128.58975633494347|38.20125237719512|복지서비스|033-6362891|강원도 속초시 중앙로108번길 47||사회복지시설||||||속초반야지역자활센터|(금호동)|||200100
나눔사회복지회||128.58541621944028|38.21104349500236|복지서비스|033-6329900|강원도 속초시 번영로129번길 29-5||노인장기요양시설||||||나눔사회복지회|(동명동)|||200100
예은요양원||128.58623650270098|38.201285584002825|복지서비스|070-86686683|강원도 속초시 중앙로 96||노인장기요양시설||||||예은요양원|(청학동)|||200100
반야노인요양원||128.5614716246622|38.18258150684897|복지서비스|033-6359445|강원도 속초시 싸리재길 195||노인장기요양시설||||||반야노인요양원|(노학동)|||200100
