##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@PACADEMY
#신나는피아노음악학원||||음악/미술학원||울산광역시 남구 옥현로 92-17||1|학교교과교습학원;예능(대);음악;예능(중)|||||#신나는피아노음악학원|2층,201호 (무거동)|||20309
이지스단과학원||||일반학원|052-225-3618|울산광역시 남구 옥현로 87||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||이지스단과학원|(3층) (무거동)|||20315
이지영어전문학원||||외국어학원|052-247-3349|울산광역시 남구 대학로145번길 60||3|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||이지영어전문학원|(2층) (무거동)|||20305
이카루스다수인어학원||||외국어학원|052-275-0509|울산광역시 남구 문수로 368||6|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||이카루스다수인어학원|4층 (옥동)|||20305
이카루스의날개학원||||일반학원||울산광역시 남구 법대로 94-9||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||이카루스의날개학원|3층 (옥동)|||20315
이태양과학학원||||일반학원||울산광역시 남구 법대로95번길 10||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||이태양과학학원|2층 (옥동)|||20315
이투스247학원||||일반학원||울산광역시 남구 문수로 339||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||이투스247학원|6층 (옥동)|||20315
이투스수학학원수암학원||||일반학원||울산광역시 남구 중앙로 54||6|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||이투스수학학원수암학원|2층 (신정동)|||20315
이튼영어쎈수학러닝센터삼산학원||||일반학원|052-277-7020|울산광역시 남구 삼산중로 125||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||이튼영어쎈수학러닝센터삼산학원|3층 (삼산동,갑부빌딩)|||20315
이플립러닝센터학원||||일반학원||울산광역시 남구 돋질로 288||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||이플립러닝센터학원|3층 일부 (삼산동)|||20315
이현전문학원||||일반학원||울산광역시 남구 문수로 320||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||이현전문학원|2층 (옥동)|||20315
이현주음악학원||||음악/미술학원|052-273-7749|울산광역시 남구 거마로 15||4|학교교과교습학원;예능(대);음악;예능(중)|||||이현주음악학원|3층 (옥동)|||20309
이화리틀캠퍼스학원||||외국어학원|052-274-6890|울산광역시 남구 삼산로77번길 35||17|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||이화리틀캠퍼스학원|(1,2층) (달동)|||20305
이화영어전문학원||||일반학원||울산광역시 남구 문수로 356||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||이화영어전문학원|3층 (옥동)|||20315
이화음악학원||||음악/미술학원|052-222-0911|울산광역시 남구 옥현로 92-17||3|학교교과교습학원;예능(대);음악;예능(중)|||||이화음악학원|(4층) (무거동,최재경소아과)|||20309
인아트미술학원||||음악/미술학원|052-260-3359|울산광역시 남구 수암로163번길 22||5|학교교과교습학원;예능(대);미술;예능(중)|||||인아트미술학원|(야음동)|||20309
인창동양고전학원||||일반학원|052-268-0565|울산광역시 남구 두왕로 337||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||인창동양고전학원|5층 일부 (신정동,보건간호학원)|||20315
인트로만화학원||||일반학원||울산광역시 남구 삼산로 26||4|학교교과교습학원;기타(대);통신;기타(중)|||||인트로만화학원|303호 (신정동,공업탑 하트랜드)|||20315
인트로영어전문학원||||일반학원||울산광역시 남구 문수로435번길 7||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||인트로영어전문학원|(신정동,(주)한일기계)|||20315
인피니트수학영어단과학원||||일반학원|052-900-2700|울산광역시 남구 삼산중로131번길 32||4|학교교과교습학원;입시.검정 및 보습;입시·논술;보통교과|||||인피니트수학영어단과학원|2층 (삼산동)|||20315
인피니티수학학원||||일반학원||울산광역시 남구 문수로 358||6|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||인피니티수학학원|3층 (옥동)|||20315
일등급영수전문학원||||일반학원|052-221-1016|울산광역시 남구 대학로33번길 17||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||일등급영수전문학원|(2층) (무거동,영남의원)|||20315
일신이지영어수학학원||||일반학원|052-979-9100|울산광역시 남구 야음로 24||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||일신이지영어수학학원|(야음동,동부아파트)|||20315
일울산부동산법학원||||전문자격학원|052-223-2345|울산광역시 남구 북부순환도로 17||6|평생직업교육학원;직업기술;부동산;경영·사무관리|||||일울산부동산법학원|501호,502-7호 (5층) (무거동,남운프라자오피스텔)|||20307
일인독서실||||독서실|052-274-5580|울산광역시 남구 문수로335번길 38||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||일인독서실|1,2,3층 (옥동)|||20317
일점육수학과학전문학원||||일반학원|052-261-5515|울산광역시 남구 문수로335번길 6||3|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||일점육수학과학전문학원|(5층) (옥동)|||20315
일품수학학원||||일반학원||울산광역시 남구 수암로 181||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||일품수학학원|2층 (야음동)|||20315
임나연수학학원||||일반학원|052-266-2155|울산광역시 남구 대공원입구로21번길 54||6|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||임나연수학학원|(3층) (옥동)|||20315
임쌤수학전문학원||||일반학원|052-258-5106|울산광역시 남구 삼산중로131번길 13||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||임쌤수학전문학원|(삼산동)|||20315
임종빈국어학원||||일반학원||울산광역시 남구 대공원입구로21번길 56||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||임종빈국어학원|2층 (옥동)|||20315
입시전문서울연기학원||||일반학원|052-227-1707|울산광역시 남구 삼산로 113||5|학교교과교습학원;기타(대);연극;기타(중)|||||입시전문서울연기학원|3층 전부 (달동)|||20315
잇올스파르타독학관리학원||||국가고시학원|159-9628-9|울산광역시 남구 문수로 339||3|평생직업교육학원;인문사회(대);성인고시;인문사회(중)|||||잇올스파르타독학관리학원|7층일부 (옥동,옥동업무시설)|||20308
잇올스파르타독학재수학원||||일반학원||울산광역시 남구 문수로 339||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||잇올스파르타독학재수학원|7층일부 (옥동,옥동업무시설)|||20315
잉글리쉬무무달동동백학원||||외국어학원|052-261-9905|울산광역시 남구 신정로 9||3|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||잉글리쉬무무달동동백학원|(달동,달동 삼성아파트 104동)|||20305
잉글리쉬무무무거제2어학원||||외국어학원|052-277-0534|울산광역시 남구 장검1길 21-58||1|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||잉글리쉬무무무거제2어학원|(3층) (무거동,한길입시학원)|||20305
잉글리쉬무무삼호어학원||||일반학원|052-294-9905|울산광역시 남구 눌재로 14||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||잉글리쉬무무삼호어학원|(무거동)|||20315
잉글리쉬무무수암어학원||||외국어학원|052-269-9907|울산광역시 남구 중앙로 40||2|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||잉글리쉬무무수암어학원|4층 (야음동)|||20305
잉글리쉬무무옥동어학원||||외국어학원|052-266-0599|울산광역시 남구 문수로369번길 , 68||3|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||잉글리쉬무무옥동어학원|도성타운상가 25동,2층 (옥동,도성아파트)|||20305
잉글리쉬무무학원||||일반학원|052-277-9905|울산광역시 남구 북부순환도로1번길 10-42||6|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||잉글리쉬무무학원|(2층) (무거동)|||20315
자라다남아미술학원||||음악/미술학원||울산광역시 남구 문수로 376||4|학교교과교습학원;예능(대);미술;예능(중)|||||자라다남아미술학원|2층 (옥동)|||20309
장선생수학과학학원||||일반학원|052-260-3005|울산광역시 남구 수암로 130||7|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||장선생수학과학학원|5층 (야음동)|||20315
장중현수학전문학원||||일반학원|052-260-1938|울산광역시 남구 돋질로 301||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||장중현수학전문학원|부영빌딩 3층일부 (삼산동)|||20315
장지원그린섬미술학원||||음악/미술학원|052-266-9282|울산광역시 남구 돋질로 62||7|학교교과교습학원;예능(대);미술;예능(중)|||||장지원그린섬미술학원|3층,4층일부 (신정동)|||20309
재일입시단과학원||||일반학원|052-903-7788|울산광역시 남구 문수로333번길 12||3|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||재일입시단과학원|(2층) (옥동)|||20315
잰수학전문학원||||일반학원|052-275-2806|울산광역시 남구 대암로 90||2|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||잰수학전문학원|(3층) (야음동)|||20315
적중수학전문학원||||일반학원|052-273-0027|울산광역시 남구 문수로 332||4|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||적중수학전문학원|(3층) (옥동)|||20315
전진영어학원||||외국어학원|052-258-1568|울산광역시 남구 돋질로 288-1||4|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||전진영어학원|3층 (삼산동)|||20305
정수학전문학원||||일반학원|052-257-7870|울산광역시 남구 문수로 339||3|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||정수학전문학원|(4층일부) (옥동,옥동업무시설)|||20315
정애견미용학원||||전문자격학원||울산광역시 남구 봉월로 41||3|평생직업교육학원;직업기술;애견미용;일반서비스|||||정애견미용학원|3층 (신정동)|||20307
정앤석수학학원||||일반학원||울산광역시 남구 법대로87번길 22-1||1|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||정앤석수학학원|3층 (옥동)|||20315
정영목영어전문학원||||일반학원|052-257-8501|울산광역시 남구 대공원입구로9번길 24-17||2|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||정영목영어전문학원|(2층) (옥동)|||20315
정일광수학전문학원||||일반학원|052-258-1243|울산광역시 남구 돋질로 305||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||정일광수학전문학원|3층 (삼산동)|||20315
정지윤음악학원||||음악/미술학원|052-249-6863|울산광역시 남구 신복로 81||3|학교교과교습학원;예능(대);음악;예능(중)|||||정지윤음악학원|(무거동,남운그린힐 상가)|||20309
정최강영어학원||||일반학원|052-223-9779|울산광역시 남구 대학로 60||2|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||정최강영어학원|(4층) (무거동)|||20315
정통중국어학원||||외국어학원|052-227-0161|울산광역시 남구 대공원입구로21번길 46||4|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||정통중국어학원|(2층) (옥동)|||20305
정화무용학원||||취미학원|052-268-1492|울산광역시 남구 수암로 90||2|학교교과교습학원;예능(대);무용;예능(중)|||||정화무용학원|(2층) (신정동)|||20313
정훈과학전문학원||||일반학원|052-276-7793|울산광역시 남구 법대로95번길 6||2|학교교과교습학원;입시.검정 및 보습;입시·논술;보통교과|||||정훈과학전문학원|(3층) (옥동)|||20315
