##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@코스닥기업
알서포트||||코스닥기업|070-7011-3900|서울특별시 송파구 위례성대로 10||||||||알서포트|방이동,에스타워 9층,10층,11층,12층|||210202
알에스오토메이션||||코스닥기업|031-685-9300|경기도 평택시 진위면 진위산단로 38||||||||알에스오토메이션||||210202
알에프세미||||코스닥기업|042-823-9682|대전광역시 유성구 죽동로 141||||||||알에프세미||||210202
알에프텍||||코스닥기업|031-322-1114|경기도 용인시 처인구 원삼면 죽양대로1763번길 60||||||||알에프텍||||210202
알엔투테크놀로지||||코스닥기업|031-376-5400|경기도 화성시 동탄면 동탄산단9길 12||||||||알엔투테크놀로지|동탄산단9길 11|||210202
알테오젠||||코스닥기업|042-384-8780|대전광역시 유성구 유성대로1628번길 62||||||||알테오젠|(전민동 461-38번지)|||210202
알톤스포츠||||코스닥기업|031-727-9190|경기도 성남시 분당구 판교역로 221||||||||알톤스포츠|12층 (삼평동 투썬월드빌딩)|||210202
알티캐스트||||코스닥기업|02-2007-7700|서울특별시 서초구 반포대로 27||||||||알티캐스트|파크빌딩 6층|||210202
알파홀딩스||||코스닥기업|070-4600-0000|경기도 성남시 분당구 판교로 344||||||||알파홀딩스|8층 (삼평동 688-1,엠텍아이티타워)|||210202
압타바이오||||코스닥기업|070-7152-0097|경기도 용인시 기흥구 흥덕1로 13||||||||압타바이오|타워동 에이504호 (영덕동,흥덕아이티밸리)|||210202
애니젠||||코스닥기업|062-714-1166|광주광역시 북구 첨단과기로 333||||||||애니젠|광주테크노파크 시험생산동 206호|||210202
애큐온저축은행||||코스닥기업|02-1588-6161|서울특별시 강남구 강남대로 484||||||||애큐온저축은행|HK저축은행 (논현동)|||210202
액션스퀘어||||코스닥기업|031-781-7161|경기도 성남시 분당구 판교역로 221||||||||액션스퀘어|3층 (삼평동,투썬월드빌딩)|||210202
액토즈소프트||||코스닥기업|02-3671-0000|서울특별시 강남구 테헤란로44길 8||||||||액토즈소프트|아이콘역삼빌딩 10층~15층|||210202
액트||||코스닥기업|053-593-8560|대구광역시 달서구 성서로35길 26||||||||액트|(월암동)|||210202
액트로||||코스닥기업|031-689-4567|경기도 용인시 기흥구 흥덕1로 13||||||||액트로|제타워동 35층 제에이3504호|||210202
앤디포스||||코스닥기업|070-7662-2121|충청북도 음성군 대소면 한삼로 224-7||||||||앤디포스||||210202
앤씨앤||||코스닥기업|02-3460-4700|경기도 성남시 분당구 판교로 323||||||||앤씨앤|(삼평동)|||210202
앱클론||||코스닥기업|02-2109-1294|서울특별시 구로구 디지털로 285||||||||앱클론|에이스트윈타워 1차 1401호|||210202
야스||||코스닥기업|031-904-8591|경기도 파주시 탄현면 한산로 69||||||||야스||||210202
양지사||||코스닥기업|031-996-0041|경기도 김포시 양촌읍 황금1로 131||||||||양지사||||210202
어보브반도체||||코스닥기업|043-219-5200|충청북도 청원군 오창읍 각리1길 93||||||||어보브반도체||||210202
에너전트||||코스닥기업|042-620-8000|대전광역시 유성구 테크노1로 30||||||||에너전트|(관평동)|||210202
에너토크||||코스닥기업|031-880-2800|경기도 여주시 능서면 능여로 344||||||||에너토크||||210202
에버다임||||코스닥기업|043-530-3300|충청북도 진천군 진천읍 부영길 49||||||||에버다임||||210202
에스넷||||코스닥기업|02-3469-2939|서울특별시 강남구 선릉로 514||||||||에스넷|성원빌딩 10층 (삼성동)|||210202
에스디생명공학||||코스닥기업|02-583-1846|서울특별시 강서구 공항대로61길 29||||||||에스디생명공학|C동 301호|||210202
에스디시스템||||코스닥기업|070-8299-5940|경기도 성남시 중원구 갈마치로 244번길 31||||||||에스디시스템|현대아이밸리 613호|||210202
에스마크||||코스닥기업|043-851-9005|충북 충주시 가주농공2길 21||||||||에스마크||||210202
에스맥||||코스닥기업|031-895-2222|경기도 평택시 산단로 241||||||||에스맥||||210202
에스모||||코스닥기업|052-259-8300|울산시 울주군 웅촌면 대대리 웅비공단길 91-1||||||||에스모||||210202
에스씨디||||코스닥기업|031-333-3371~3|경기도 용인시 처인구 남사면 형제로17번길 21||||||||에스씨디||||210202
에스아이리소스||||코스닥기업|02-780-2388|서울특별시 영등포구 여의공원로 101||||||||에스아이리소스|CCMM빌딩 410호 (여의도동)|||210202
에스앤더블류||||코스닥기업|051-205-7411|부산시 사하구 다대로 170번길 29||||||||에스앤더블류|(신평동)|||210202
에스앤씨엔진그룹||||코스닥기업|852-2940-7730|||||||||에스앤씨엔진그룹|Queen's Road East,HK|||210202
에스앤에스텍||||코스닥기업|053-589-1600|대구광역시 달서구 호산동로 42||||||||에스앤에스텍|(호림동)|||210202
에스에너지||||코스닥기업|070-4339-7100|경기도 성남시 분당구 판교역로 241번길 20||||||||에스에너지|미래에셋타워 3층|||210202
에스에스알||||코스닥기업|02-6959-0129|서울특별시 구로구 디지털로26길 111||||||||에스에스알|1606,1607,1608호 (구로동,제이앤케이디지털타워)|||210202
에스에이엠티||||코스닥기업|02-3458-9000|서울특별시 강남구 영동대로 315||||||||에스에이엠티|대경빌딩 (대치동)|||210202
에스에이티||||코스닥기업|031-450-1400|경기도 군포시 엘에스로 175||||||||에스에이티|(산본동,에스에이타워7층)|||210202
에스에프씨||||코스닥기업|041-640-0001|충남 홍성군 구항면 내포로 682||||||||에스에프씨||||210202
에스에프에이||||코스닥기업|031-379-1761|경기도 화성시 동탄면 영천로 38||||||||에스에프에이||||210202
에스엔유||||코스닥기업|041-536-1500|충남 아산시 둔포면 아산밸리남로 124||||||||에스엔유||||210202
에스엔텍||||코스닥기업|031-299-3888|경기도 수원시 권선구 산업로155번길 187||||||||에스엔텍|(고색동)|||210202
에스엠||||코스닥기업|02-6240-9800|서울특별시 강남구 압구정로 423||||||||에스엠|(압구정동)|||210202
에스엠코어||||코스닥기업|02-2090-9200|서울시 마포구 마포대로 20||||||||에스엠코어|(마포동) 14층|||210202
에스와이||||코스닥기업|031-222-4028|서울특별시 강남구 논현로81길 3||||||||에스와이|(역삼동) 보성빌딩|||210202
에스제이케이||||코스닥기업|02-866-3333|서울특별시 금천구 벚꽃로 278||||||||에스제이케이|SJ테크노빌 205호|||210202
에스코넥||||코스닥기업|031-799-0700|경기도 광주시 오포읍 마루들길172번길 30||||||||에스코넥||||210202
에스텍||||코스닥기업|055-370-2200|경상남도 양산시 유산공단9길 22||||||||에스텍|(유산동)|||210202
에스텍파마||||코스닥기업|031-831-4800|경기도 화성시 향남읍 발안공단로 25||||||||에스텍파마||||210202
에스트래픽||||코스닥기업|031-601-3500|경기도 성남시 분당구 판교로 338||||||||에스트래픽|(삼평동)|||210202
에스티아이||||코스닥기업|031-653-4380|경기도 안성시 공도읍 봉기길 1||||||||에스티아이||||210202
에스티오||||코스닥기업|02-2093-2500|서울특별시 강서구 양천로 583||||||||에스티오|우림블루나인비즈니스센터 15층 (염창동)|||210202
에스티큐브||||코스닥기업|02-551-3370|서울특별시 강남구 영동대로 511||||||||에스티큐브|무역센터트레이드타워 2201호 (삼성동)|||210202
에스티팜||||코스닥기업|02-527-6300|경기도 시흥시 협력로 231||||||||에스티팜|(정왕동,시화공단 1나 802호)|||210202
에스폴리텍||||코스닥기업|043-536-9191|충북 진천군 덕산면 한삼로 275||||||||에스폴리텍||||210202
에스퓨얼셀||||코스닥기업|070-4613-4900|경기도 성남시 중원구 둔촌대로 546||||||||에스퓨얼셀|유투오코리아빌딩 3층|||210202
에스피지||||코스닥기업|032-820-8200|인천광역시 남동구 청능대로289번길 45||||||||에스피지|(67B/L 12LOT) (고잔동)|||210202
에쎈테크||||코스닥기업|032-820-6600|인천광역시 남동구 남동서로 315||||||||에쎈테크|남동공단 11블럭 5로트 (남촌동)|||210202
에이디칩스||||코스닥기업|031-463-7500|경기도 안양시 동안구 학의로 282||||||||에이디칩스|A동 22층 (관양동,금강펜테리움 IT타워)|||210202
에이디테크놀로지||||코스닥기업|031-8018-0300|경기도 성남시 분당구 대왕판교로644번길 49||||||||에이디테크놀로지|801호 (삼평동,디티씨타워)|||210202
에이비엘바이오||||코스닥기업|031-8018-9800|경기도 성남시 분당구 대왕판교로 712번길 16||||||||에이비엘바이오|2층 (삼평동)|||210202
에이스침대||||코스닥기업|043-877-1881|경기도 성남시 중원구 사기막골로105번길 42||||||||에이스침대|(상대원동)|||210202
에이스테크||||코스닥기업|032-818-5500|인천광역시 남동구 남동서로 237||||||||에이스테크|(논현동)|||210202
에이씨티||||코스닥기업|043-883-9348|충청북도 음성군 삼성면 하이텍산단로 62||||||||에이씨티||||210202
에이아이비트||||코스닥기업|02-3282-1900|서울특별시 금천구 디지털로9길 99||||||||에이아이비트|309호 (가산동,스타밸리)|||210202
에이앤티앤||||코스닥기업|02-3443-5811|서울특별시 금천구 가산디지털1로 151||||||||에이앤티앤|이노플렉스 1차 705호|||210202
에이에프더블류||||코스닥기업|054-974-3325|경상북도 칠곡군 왜관읍 공단로1길 51||||||||에이에프더블류|(삼청리)|||210202
에이치시티||||코스닥기업|031-645-6300|경기도 이천시 마장면 서이천로578번길 74||||||||에이치시티|(장암리)|||210202
에이치엔티||||코스닥기업|031-739-7897|경기도 성남시 분당구 판교로 323||||||||에이치엔티|(삼평동,벤처포럼빌딩7층)|||210202
에이치엘비||||코스닥기업|052-240-3500|울산광역시 울주군 온산읍 당월로 216-53||||||||에이치엘비||||210202
에이치엘비생명과학||||코스닥기업|02-2627-6700|경기도 성남시 분당구 판교로228번길 15||||||||에이치엘비생명과학|3동 502호 (삼평동,판교세븐벤처밸리 1단지)|||210202
에이치엘비파워||||코스닥기업|02-6416-2200|서울특별시 강남구 도산대로 333||||||||에이치엘비파워|9층 (신사동,케이플러스타워)|||210202
에이치엘사이언스||||코스닥기업|031-421-9903|경기도 화성시 봉담읍 동산재길 36||||||||에이치엘사이언스|(분천리)|||210202
에이치케이||||코스닥기업|031-350-2800|경기도 화성시 양감면 사릅재길 117||||||||에이치케이||||210202
에이테크솔루션||||코스닥기업|031-350-8167|경기도 화성시 정남면 가장로 277||||||||에이테크솔루션||||210202
에이텍||||코스닥기업|02-2190-5000|경기도 성남시 분당구 판교로 289||||||||에이텍|(삼평동,에이텍빌딩)|||210202
에이텍티앤||||코스닥기업|031-698-8743|경기도 성남시 분당구 판교로 289||||||||에이텍티앤|(삼평동,에이텍빌딩)|||210202
에이티넘인베스트||||코스닥기업|02-555-0781|서울특별시 강남구 테헤란로103길 9||||||||에이티넘인베스트|제일빌딩 2층 (삼성동)|||210202
에이티세미콘||||코스닥기업|070-5208-5055|경기도 이천시 마장면 서이천로 138||||||||에이티세미콘||||210202
에이티젠||||코스닥기업|031-603-9217|경기도 성남시 분당구 돌마로 172||||||||에이티젠|정자동,헬스케어혁신파크 1층 및 6층|||210202
에이프로젠/H&G||||코스닥기업|02-576-0028|경기도 성남시 중원구 둔촌대로 545||||||||에이프로젠 H&G|한라시그마밸리 B1 (지하1층)|||210202
에이피티씨||||코스닥기업|031-645-1000|경기도 이천시 마장면 서이천로 58-47||||||||에이피티씨||||210202
에치에프알||||코스닥기업|031-712-7768|경기도 성남시 분당구 성남대로43번길 10||||||||에치에프알|하나EZ타워 5층 (구미동,하나EZ타워)|||210202
에코마이스터||||코스닥기업|032-576-0501|인천광역시 서구 정서진로 117||||||||에코마이스터||||210202
에코마케팅||||코스닥기업|02-2182-1100|서울특별시 강남구 학동로 343||||||||에코마케팅|14층 (논현동,포바강남타워)|||210202
에코바이오||||코스닥기업|02-3483-2900|서울시 서초구 서운로26길 5||||||||에코바이오||||210202
에코솔루션||||코스닥기업|1899-1211|전라북도 정읍시 북면 3산단 4길 93||||||||에코솔루션||||210202
에코캡||||코스닥기업|052-264-1681|울산광역시 울주군 언양읍 반천반송산업로 137-66||||||||에코캡||||210202
에코프로||||코스닥기업|043-240-7700|충청북도 청주시 청원구 오창읍 과학산업2로 587-40||||||||에코프로|주식회사 에코프로|||210202
에코프로비엠||||코스닥기업|043-240-7700|충청북도 청주시 청원구 오창읍 2산단로 100||||||||에코프로비엠|송대리 329|||210202
에코플라스틱||||코스닥기업|054-770-3255|경북 경주시 공단로 69번길 30||||||||에코플라스틱|(황성동)|||210202
에프알텍||||코스닥기업|031-478-2114|경기도 안양시 동안구 시민대로327번길 11-25||||||||에프알텍|(관양동,에프알텍타워)|||210202
에프앤리퍼블릭||||코스닥기업|032-326-8052|서울특별시 강남구 봉은사로 214||||||||에프앤리퍼블릭|8F (역삼동)|||210202
에프에스티||||코스닥기업|031-370-0900|경기도 화성시 동탄면 동탄산단6길 15-23||||||||에프에스티||||210202
에프엔씨엔터||||코스닥기업|02-517-5426|서울특별시 강남구 도산대로85길 46||||||||에프엔씨엔터|(청담동)|||210202
에프엔에스테크||||코스닥기업|041-584-4460|충청남도 천안시 서북구 직산읍 4산단2길 19||||||||에프엔에스테크||||210202
엑사이엔씨||||코스닥기업|02-3289-5100|서울특별시 구로구 디지털로 288||||||||엑사이엔씨|대륭포스트타워1차 15층 (구로동)|||210202
