##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@관광공사맛집
물베기한정식||128.5891052839|35.8561742112|관광공사맛집|053-651-3500|대구광역시 남구 중앙대로51길 23||맛집;음식|10:00 ~ 22:00|||||물베기한정식||||kto
귀빈성||126.7160825484|35.9633509805|관광공사맛집|063-452-4011|전라북도 군산시 월명로 218||맛집;음식|12:00 ~ 21:00<br />브레이크타임 15:00 ~ 17:30|||||귀빈성||||kto
영빈관||129.0349120834|35.1001619645|관광공사맛집|051-246-0328|부산광역시 중구 광복로97번길 17||맛집;음식|09:00 ~ 22:00|||||영빈관||||kto
클라우드32||129.1449565859|35.1543912594|관광공사맛집|051-749-5320|부산광역시 해운대구 마린시티3로 52||맛집;음식|11:00 ~ 01:00|||||클라우드32||||kto
금양정||127.1263719760|35.8168552916|관광공사맛집|063-223-5566|전라북도 전주시 완산구 어은로 30||맛집;음식|11:30 ~ 22:00|||||금양정||||kto
임계한우타운||129.1151454994|37.5336036871|관광공사맛집|033-531-7553|강원도 동해시 평원1길 120||맛집;음식|10:00 ~ 21:00|||||임계한우타운||||kto
촉향원||128.4897395676|35.8371134304|관광공사맛집|053-588-2111|대구광역시 달서구 달서대로85길 17||맛집;음식|11:00 ~ 23:00|||||촉향원||||kto
산마루터||126.6240938643|34.4973541712|관광공사맛집|061-532-2233|전라남도 해남군 삼산면 대흥사길 88-33||맛집;음식|07:00 ~ 19:00|||||산마루터||||kto
라벨라/쿠치나||128.6252611440|35.8306055490|관광공사맛집|053-765-4774|대구광역시 수성구 무학로 151||맛집;음식|11:30 ~ 01:00|||||라벨라 쿠치나||||kto
동명항/전복해물뚝배기||128.5939603774|38.2113594486|관광공사맛집|033-636-1637|강원도 속초시 중앙로 233-1||강원권;동명항;맛집;음식;음식점;전복해물뚝배기|10:00 ~ 15:00<br />17:00 ~ 18:30 (재료 소진시 조기마감)|||||동명항 전복해물뚝배기||||kto
시골할머니||128.5843294011|38.1638758988|관광공사맛집|033-636-7905|강원도 속초시 설악산로 214-1||맛집;음식|08:00 ~ 20:00|||||시골할머니||||kto
비스테까||126.9920927540|37.5400658993|관광공사맛집|02-792-7746|서울특별시 용산구 회나무로 49||맛집;음식|점심 12:00 ~ 16:00 <br /> 저녁 18:00 ~ 22:30|||||비스테까||||kto
청호활어센터/순희네||128.5939302768|38.1968805775|관광공사맛집|033-635-7209|강원도 속초시 설악금강대교로 67||맛집;음식|09:30 ~ 22:00||||21호;21호|청호활어센터 순희네 (21호)||||kto
카페뮤토||128.5749181621|38.1953609399|관광공사맛집|033-637-1271|강원도 속초시 수복로 25||맛집;음식|11:00 ~ 19:00|||||카페뮤토||||kto
연경||126.5995384315|36.3520989442|관광공사맛집|041-936-2332|충청남도 보령시 보령북로 60||맛집;보령맛집;연경;연중무휴;음식;중식;충청권|11:00 ~ 21:00|||||연경||||kto
원조이동갈비||126.4223263572|34.8097185368|관광공사맛집|061-284-2009|전라남도 목포시 하당로 237||맛집;목포맛집;원조이동갈비;음식;전라권;한식|11:00 ~ 23:00|||||원조이동갈비||||kto
엘림성||126.9369985380|37.5129652827|관광공사맛집|02-6333-5300|서울특별시 동작구 노량진로 100||맛집;음식|점심 11:30 ~ 15:00 <br />저녁 17:30 ~ 21:30|||||엘림성||||kto
베어린||126.9812483086|37.5750033115|관광공사맛집|02-722-5622|서울특별시 종로구 율곡로2길 7||맛집;음식|11:30 ~ 23:00|||||베어린||||kto
돌하르방||126.2397419496|33.3902018773|관광공사맛집|064-796-0001|제주특별자치도 제주시 한림읍 한림로 300||맛집;음식|08:30 ~ 17:00|||||돌하르방||||kto
녹원||127.1742188758|36.8087870578|관광공사맛집|041-555-3531|충청남도 천안시 동남구 유량로 140||맛집;음식|12:00 ~ 21:00|||||녹원||||kto
로얄인디아||126.7675542467|37.6618255012|관광공사맛집|031-816-6692<br />031-903-8297|경기도 고양시 일산동구 무궁화로 20-11||맛집;음식|12:00 ~ 23:00|||||로얄인디아||||kto
동보성||126.9810811992|35.9594032077|관광공사맛집|063-838-8822|전라북도 익산시 하나로 437||동보성;맛집;삼선짬뽕;음식;전라권|11:00 ~ 22:00|||||동보성||||kto
가보정/4관||127.0929894229|37.3329250750|관광공사맛집|031-276-3880|경기도 용인시 수지구 수풍로 103||가보정갈비4관;맛집;수도권;용인맛집;음식;한우갈비|11:30 ~ 22:00|||||가보정 4관||||kto
한송정가든||128.5602309005|38.1859867456|관광공사맛집|033-636-7750|강원도 속초시 싸리재길 250||맛집;음식|10:30 ~ 23:00|||||한송정가든||||kto
콩마당(삼대양콩사랑)||127.0240778014|37.1774168463|관광공사맛집|031-372-3334|경기도 오산시 독산성로 225||맛집;음식|10:30 ~ 21:00|||||콩마당(삼대양콩사랑)||||kto
서원||126.7809392819|37.7548593466|관광공사맛집|031-947-9252|경기도 파주시 중앙로 203||맛집;음식|10:00 ~ 22:00|||||서원||||kto
자산어보||127.1063419212|37.3983649526|관광공사맛집|031-706-9880|경기도 성남시 분당구 대왕판교로606번길 10||맛집;음식|11:30 ~ 22:00<br />브레이크타임 15:00 ~ 17:00|||||자산어보||||kto
피에프비파트너스/마린칸토||126.9575071394|37.5356935654|관광공사맛집|02-712-5005|서울특별시 용산구 청파로 74||서울맛집;음식|평일 런치 12:00 ~ 15:30<br />평일 디너 18:00 ~ 21:30<br />주말 및 공휴일 11:30 ~ 21:30|||||㈜피에프비파트너스 마린칸토||||kto
천진||127.1568313399|36.8165830733|관광공사맛집|041-556-3179|충청남도 천안시 동남구 공고담길 43-5||맛집;음식;중식;천안맛집;천진;충청권|10:30 ~ 21:30|||||천진||||kto
부숑||126.7907305242|37.6399367956|관광공사맛집|031-811-2329|경기도 고양시 일산동구 장백로 8||맛집;부숑;수도권;양식;음식|12:00 ~ 22:00<br />브레이크타임 15:00 ~ 18:00|||||부숑||||kto
한양족발||129.0265017183|35.0996118703|관광공사맛집|051-246-3039|부산광역시 중구 광복로 13||경상권;맛집;부산맛집;연중무휴;음식;족발;한양족발|10:00 ~ 01:00|||||한양족발||||kto
아소산||126.7826751612|37.6591955215|관광공사맛집|031-903-5333|경기도 고양시 일산동구 정발산로 128||고양맛집;맛집;생선회;수도권;아소산;음식;참치초밥|점심 11:30 ~ 14:30 <br /> 저녁 17:00 ~ 22:00|||||아소산||||kto
천진함흥냉면||127.9338459759|37.3562460660|관광공사맛집|033-744-7070|강원도 원주시 원문로 126||맛집;원주시;음식;함흥냉면|10:30 ~ 21:00|||||천진함흥냉면||||kto
일광대복집||129.2335346654|35.2670136233|관광공사맛집|051-721-1561|부산광역시 기장군 일광면 이화로 3||맛집;음식|07:00 ~ 21:30|||||일광대복집||||kto
중앙모밀||129.0352897814|35.1018812231|관광공사맛집|051-246-8686|부산광역시 중구 중앙대로49번길 9-1||맛집;음식|09:00 ~ 21:00|||||중앙모밀||||kto
정감어린||126.9786937995|37.5462399412|관광공사맛집|02-754-4389|서울특별시 용산구 후암로 4||맛집;음식|11:30 ~ 21:30|||||정감어린||||kto
코지하우스||126.7032565641|37.7880679777|관광공사맛집|031-948-3440|경기도 파주시 탄현면 헤이리마을길 82-112||맛집;음식|09:00 ~ 20:00|||||코지하우스||||kto
디아||127.0206131864|37.5115280596|관광공사맛집|02-3477-0033||서울특별시 서초구 잠원동 121-9|맛집;음식|점심 12:00 ~ 16:00 <br /> 저녁 17:30 ~ 21:30|||THE a||디아(THE a)||||kto
아시아아시아||126.7720095624|37.6558818280|관광공사맛집|031-901-0086|경기도 고양시 일산동구 정발산로 24||맛집;음식|10:00 ~ 22:00|||||아시아아시아||||kto
한화리조트/탄금대||127.9912444014|36.8465530584|관광공사맛집|043-846-8211|충청북도 충주시 수안보면 장터1길 26||맛집;양식;음식;충주시;충청북도;한식|07:00 ~ 14:00|||||한화리조트 탄금대||||kto
아를파이||127.7583915563|37.8578846491|관광공사맛집|033-262-0065|강원도 춘천시 동내면 외솔길19번길 80-62||맛집;음식|10:00 ~ 23:00|||||아를파이||||kto
곰배령||127.7213057735|37.8669495701|관광공사맛집|033-255-5500|강원도 춘천시 춘천로 19||맛집;음식|11:00 ~ 21:00 <br />브레이크타임 15:00 ~ 16:00|||||곰배령||||kto
춘천명물닭갈비||127.7063737114|37.8699128357|관광공사맛집|033-257-3069|강원도 춘천시 옛경춘로 807||맛집;음식|11:00 ~ 22:00|||||춘천명물닭갈비||||kto
산토리니||127.7764889121|37.8914394175|관광공사맛집|033-242-3010|강원도 춘천시 동면 순환대로 1154-97||맛집;양식;음식;춘천시;카페|10:00 ~ 23:00|||||산토리니||||kto
부석사종점식당||128.6819005152|36.9953544558|관광공사맛집|054-633-3606|경상북도 영주시 부석면 부석사로 319||맛집;영주시;음식;청국장;한식|08:00 ~ 22:00|||||부석사종점식당||||kto
일리있는/카페||128.0273329167|35.5373750655|관광공사맛집|010-9972-5038||경상남도 합천군 대병면 상천리 |음식||||||일리있는 카페||||kto
서울/신림동/민속순대타운||126.9285529233|37.4832019220|관광공사맛집||서울특별시 관악구 신림로59길 14||관광지;맛집;서울맛집;수도권;순대볶음;신림동민속순대타운;음식||||||서울 신림동 민속순대타운||||kto
오대산서울식당||128.5996197843|37.7101455138|관광공사맛집|033-332-6600|강원도 평창군 진부면 오대산로 83||맛집;음식||||||오대산서울식당||||kto
설원명품한우||128.3211819299|37.5883015125|관광공사맛집|033-334-1830|강원도 평창군 봉평면 태기로 85||맛집;음식||||||설원명품한우||||kto
산채랑황태랑||128.3394251156|37.5753644667|관광공사맛집|033-332-8877|강원도 평창군 봉평면 태기로 320||맛집;음식||||||산채랑황태랑||||kto
가벼슬||128.3683103306|37.6109025709|관광공사맛집|033-336-0609|강원도 평창군 봉평면 이효석길 118-8||맛집;음식||||||가벼슬||||kto
다래||128.3238150262|37.5882737879|관광공사맛집|033-332-9866||강원도 평창군 봉평면 무이리 691-8|맛집;음식||||||다래||||kto
소한마리국밥||128.3179487490|37.5929564683|관광공사맛집|033-336-7173|강원도 평창군 봉평면 태기로 26||맛집;음식||||||소한마리국밥||||kto
눈밥||128.3256038302|37.5857435594|관광공사맛집|033-334-6440|강원도 평창군 봉평면 태기로 137||맛집;음식||||||눈밥||||kto
소풍순대국||128.7069445929|37.6724075045|관광공사맛집|033-336-2145|강원도 평창군 대관령면 대관령로 98||맛집;음식||||||소풍순대국||||kto
대관령한우타운|면온점|128.3449136557|37.5704651374|관광공사맛집|033-333-7043|강원도 평창군 봉평면 태기로 393||맛집;음식||||||대관령한우타운 면온점||||kto
신사돼지찌개||128.7022449464|37.6746960376|관광공사맛집|033-336-5161|강원도 평창군 대관령면 대관령로 46-1||맛집;음식||||||신사돼지찌개||||kto
광명식당||128.3219707831|37.5871155536|관광공사맛집|033-333-8451|강원도 평창군 봉평면 태기로 102||맛집;음식||||||광명식당||||kto
부촌식당||128.3194486690|37.5911039333|관광공사맛집|033-333-7237|강원도 평창군 봉평면 태기로 52||맛집;음식||||||부촌식당||||kto
유일관식당||128.7069001396|37.6728296769|관광공사맛집|033-336-6160|강원도 평창군 대관령면 대관령로 93||맛집;음식||||||유일관식당||||kto
수라||128.3956707370|37.3662146929|관광공사맛집|033-333-3354|강원도 평창군 평창읍 평창중앙로 4||맛집;음식||||||수라||||kto
돔하우스||128.8448376052|37.8563833326|관광공사맛집|033-662-0131|강원도 강릉시 연곡면 남평길 31||맛집;음식||||||돔하우스||||kto
진안마을||127.4161917889|35.7739041156|관광공사맛집|063-433-0100|전라북도 진안군 진안읍 외사양길 35||맛집;음식||||||진안마을||||kto
대관령한우타운||128.6998118116|37.6753681351|관광공사맛집|033-336-2150|강원도 평창군 대관령면 올림픽로 38||맛집;음식||||||대관령한우타운||||kto
강강술래|신림점|126.9350272959|37.4845518811|관광공사맛집|02-886-9233|서울특별시 관악구 남부순환로 1660||맛집;음식|11:00 ~ 24:00|||||강강술래(신림점)||||kto
수리뫼(한국전통음식체험교육원)||129.2083677012|35.7525057961|관광공사맛집||경상북도 경주시 내남면 포석로 110-32||경상권;관광지;맛집;수리뫼;연인과함께;음식;이색체험;전통문화체험;체험;친구와함께||||||수리뫼 [한국전통음식체험교육원]||||kto
하얀집/풍천장어||128.4347588852|37.1789092364|관광공사맛집|033-373-1139|강원도 영월군 영월읍 선돌길 83-9||맛집;음식|09:00 ~ 21:00|||||하얀집 풍천장어||||kto
어원초밥||128.0839676726|35.1918455827|관광공사맛집|055-743-5876, 5877|경상남도 진주시 진양호로532번길 14||맛집;음식|09:00 ~ 22:30|||||어원초밥||||kto
명품한우/해성||127.5668260750|36.7780976247|관광공사맛집|043-838-3939,3940|충청북도 증평군 증평읍 충청대로 1603||맛집;음식|11:00 ~ 22:00|||||명품한우 해성||||kto
한성수산||126.8826127591|37.4797903874|관광공사맛집|02-2026-0020, 0026|서울특별시 금천구 가산디지털1로 168||맛집;음식|11:00 ~ 22:30 (토요일 11:00 ~ 21:30)|||||한성수산||||kto
구룡식당||127.4975506058|36.5178984577|관광공사맛집|043-297-6754|충청북도 청주시 상당구 문의면 문의시내로 50-1||맛집;음식|11:30 ~ 19:00 (전화 문의 요망)|||||구룡식당||||kto
뜰과다원||126.9858284857|37.5736313310|관광공사맛집|02-734-5310|서울특별시 종로구 인사동8길 6-4||맛집;음식|11:00 ~ 23:00|||||뜰과다원||||kto
양미옥|을지로본점|126.9927197172|37.5668016932|관광공사맛집|02-2275-8837, 8838|서울특별시 중구 충무로 62||맛집;음식|11:00 ~ 22:00|||||양미옥(을지로본점)||||kto
남장송어장||128.1129597801|36.4093220229|관광공사맛집|054-534-5539|경상북도 상주시 영남제일로 2160-5||맛집;음식|11:00 ~ 22:30|||||남장송어장||||kto
백무산장||127.6805986576|35.3624275706|관광공사맛집|055-962-5277|경상남도 함양군 마천면 백무동로 321||맛집;음식|07:00 ~ 21:00 (예약제 운영)|||||백무산장||||kto
대일함흥냉면||129.2915882663|35.5537075265|관광공사맛집|052-249-5836|울산광역시 중구 명정4길 13||맛집;음식|09:30 ~ 21:30|||||대일함흥냉면||||kto
진상|청담점|127.0402666018|37.5239047529|관광공사맛집|02-540-6038|서울특별시 강남구 선릉로152길 12||맛집;음식|11:30 ~ 22:00|||||진상(청담점)||||kto
상상속의집/빅버거||128.7100193525|34.8475481721|관광공사맛집|055-682-5251|경상남도 거제시 일운면 거제대로 2752||거제맛집;경상권;맛집;빅버거;상상속의집빅버거;연중무휴;음식|11:30 ~ 19:30|||||상상속의집 빅버거||||kto
성현||128.2092096655|37.1797632293|관광공사맛집|043-645-3319|충청북도 제천시 의림대로 600||맛집;성현;연중무휴;음식;제천맛집;한정식|11:30 ~ 22:00|||||성현||||kto
제일/산곰장어||129.0322846146|35.0972094685|관광공사맛집|051-245-8990|부산광역시 중구 자갈치해안로 65||맛집;음식|10:00 ~ 24:00|||||제일 산곰장어||||kto
뜨끈이집||126.6629124903|36.6963465789|관광공사맛집|041-338-3993|충청남도 예산군 덕산면 덕산온천로 331-6||맛집;음식|06:00 ~ 20:30|||||뜨끈이집||||kto
검은여쉼터||126.5821627247|33.2437595709|관광공사맛집|064-733-3030|제주특별자치도 서귀포시 검은여로 4||맛집;음식|11:00 ~ 22:00|||||검은여쉼터||||kto
88돼지||126.4896568811|33.4892198661|관광공사맛집|064-711-9947|제주특별자치도 제주시 제원길 7||맛집;음식|16:30 ~ 06:00(익일)|||||88돼지||||kto
원조기장곰장어||129.0820938577|35.2101449623|관광공사맛집|051-554-2878|부산광역시 동래구 명륜로177번길 6-9||맛집;부산맛집;연중무휴;원조기장곰장어;음식|10:00 ~ 23:00|||||원조기장곰장어||||kto
수덕골/미락||126.6207506695|36.6574558822|관광공사맛집|041-337-0606|충청남도 예산군 덕산면 수덕사안길 42-1||맛집;음식|09:00 ~ 19:00|||||수덕골 미락||||kto
양지한우타운||126.7753118786|36.5478628347|관광공사맛집|041-333-1202|충청남도 예산군 광시면 광시소길 11||맛집;음식|11:00 ~ 21:00|||||양지한우타운||||kto
